Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"2,720,910","2,701,075","2,578,434","2,471,406","2,425,800"
Cost of Revenue,"908,328","908,328","879,634","826,269","806,225"
Gross Profit,"1,792,747","1,792,747","1,698,800","1,645,137","1,619,575"
Operating Expense,"883,840","883,840","839,538","795,973","763,489"
Operating Income,"913,049","908,907","859,262","849,164","856,086"
Net Non Operating Interest Income Expense,"-398,929","-398,929","-409,353","-386,280","-429,106"
Other Income Expense,"497,449","497,449","236,161","165,975","4,054,219"
Pretax Income,"1,007,427","1,007,427","686,070","628,859","4,481,199"
Tax Provision,"-2,281","-2,281",878,478,"1,613"
Net Income Common Stockholders,"967,287","967,287","654,445","600,363","4,289,072"
Average Dilution Earnings,"36,034","36,034",-,-,"171,511"
Diluted NI Available to Com Stockholders,"1,003,321","1,003,321","654,445","600,363","4,460,583"
Basic EPS,-,-,0.0018,0.0016,0.0118
Diluted EPS,-,-,0.0018,0.0016,0.0117
Basic Average Shares,-,-,"368,052","366,968","365,002"
Diluted Average Shares,-,-,"383,695","382,678","381,992"
Total Operating Income as Reported,"1,356,544","1,356,544","858,560","847,471","856,086"
Total Expenses,"1,792,168","1,792,168","1,719,172","1,622,242","1,569,714"
Net Income from Continuing & Discontinued Operation,"1,174,444","970,377","657,535","603,454","4,292,163"
Normalized Income,"642,110","642,110","400,769","429,056","233,320"
Interest Income,"2,817","2,817","15,317","6,136","65,773"
Interest Expense,"390,076","390,076","413,360","383,890","482,246"
Net Interest Income,"-388,131","-398,929","-409,353","-386,280","-429,106"
EBIT,"1,397,503","1,397,503","1,099,430","1,012,749","4,963,445"
EBITDA,"2,240,279",-,-,-,-
Reconciled Cost of Revenue,"896,635","896,635","875,242","822,441","802,799"
Reconciled Depreciation,"842,776","842,776","790,117","747,577","709,075"
Net Income from Continuing Operation Net Minority Interest,"970,377","970,377","657,535","603,454","4,291,645"
Total Unusual Items Excluding Goodwill,"449,681","449,681","257,095","174,531","4,059,786"
Total Unusual Items,"657,678","449,681","257,095","174,531","4,059,786"
Normalized EBITDA,"1,790,598","1,790,598","1,632,452","1,585,795","1,612,734"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"121,414","121,414",329.018,132.6622,"1,461"
