Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"74,969,000","74,094,000","71,861,000","65,872,000","60,906,000"
Cost of Revenue,"61,323,000","60,377,000","59,372,000","53,304,000","50,816,000"
Gross Profit,"13,646,000","13,717,000","12,489,000","12,568,000","10,090,000"
Operating Expense,"6,170,000","5,919,000","5,465,000","5,039,000","4,623,000"
Operating Income,"7,476,000","7,798,000","7,024,000","7,529,000","5,467,000"
Net Non Operating Interest Income Expense,"-651,000","-653,000","-605,000","-453,000","-381,000"
Other Income Expense,"-1,363,000","-1,493,000","-400,000","72,000","50,000"
Pretax Income,"5,462,000","5,652,000","6,019,000","7,148,000","5,136,000"
Tax Provision,"1,168,000","1,212,000","1,228,000","2,238,000","1,705,000"
Net Income Common Stockholders,"4,294,000","4,440,000","4,791,000","4,910,000","3,431,000"
Diluted NI Available to Com Stockholders,"4,294,000","4,440,000","4,791,000","4,910,000","3,431,000"
Basic EPS,-,0.0051,0.0055,0.0056,0.0039
Diluted EPS,-,0.0051,0.0055,0.0056,0.0039
Basic Average Shares,-,"864,000","866,000","871,000","883,000"
Diluted Average Shares,-,"869,000","870,000","875,000","887,000"
Total Operating Income as Reported,"7,476,000","7,798,000","7,024,000","7,529,000","5,467,000"
Rent Expense Supplemental,"1,404,000","1,392,000","1,362,000","1,155,000","1,037,000"
Total Expenses,"67,493,000","66,296,000","64,837,000","58,343,000","55,439,000"
Interest Expense,"651,000","653,000","605,000","453,000","381,000"
Net Interest Income,"-651,000","-653,000","-605,000","-453,000","-381,000"
Net Income from Continuing & Discontinued Operation,"4,294,000","4,440,000","4,791,000","4,910,000","3,431,000"
Normalized Income,"5,365,535","5,613,498","5,109,400","4,860,536","3,397,600"
EBIT,"6,113,000","6,305,000","6,624,000","7,601,000","5,517,000"
EBITDA,"8,553,000",-,-,-,-
Reconciled Cost of Revenue,"61,323,000","60,377,000","59,372,000","53,304,000","50,816,000"
Reconciled Depreciation,"2,440,000","2,360,000","2,207,000","2,282,000","2,224,000"
Net Income from Continuing Operation Net Minority Interest,"4,294,000","4,440,000","4,791,000","4,910,000","3,431,000"
Total Unusual Items Excluding Goodwill,"-1,363,000","-1,493,000","-400,000","72,000","50,000"
Total Unusual Items,"-1,363,000","-1,493,000","-400,000","72,000","50,000"
Normalized EBITDA,"9,916,000","10,158,000","9,231,000","9,811,000","7,691,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-291,465","-319,502","-81,600","22,536","16,600"
