Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"16,216,000","16,009,000","15,986,000","15,124,000","14,832,000"
Credit Losses Provision,"-137,000","25,000","11,000","24,000","11,000"
Non Interest Expense,"10,539,000","10,526,000","10,805,000","10,432,000","10,069,000"
Income from Associates & Other Participating Interests,"81,000","79,000",-,-,-
Special Income Charges,-,-,-,"-106,000","-49,000"
Pretax Income,"5,621,000","5,587,000","5,192,000","4,610,000","4,725,000"
Tax Provision,"1,148,000","1,120,000","938,000","496,000","1,177,000"
Net Income Common Stockholders,"4,290,000","4,254,000","4,070,000","3,872,000","3,373,000"
Diluted NI Available to Com Stockholders,"4,290,000","4,254,000","4,070,000","3,872,000","3,373,000"
Basic EPS,-,0.0045,0.0037,0.0037,0.0032
Diluted EPS,-,0.0045,0.0037,0.0037,0.0032
Basic Average Shares,-,"939,623","1,034,281","1,034,281","1,066,286"
Diluted Average Shares,-,"943,109","1,040,290","1,040,290","1,072,013"
INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,"3,024,000","3,213,000","3,622,000","3,332,000","3,149,000"
Net Income from Continuing & Discontinued Operation,"4,475,000","4,441,000","4,266,000","4,090,000","3,547,000"
Normalized Income,"4,475,000","4,441,000","4,266,000","4,184,552","3,583,799"
Total Money Market Investments,"2,725,000","2,867,000","1,866,000","862,000","535,000"
Reconciled Depreciation,"1,367,000","1,315,000","1,339,000","1,474,000","1,502,000"
Net Income from Continuing Operation Net Minority Interest,"4,475,000","4,441,000","4,266,000","4,090,000","3,547,000"
Total Unusual Items Excluding Goodwill,-,-,-,"-106,000","-49,000"
Total Unusual Items,-,-,-,"-106,000","-49,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,"-11,448","-12,201"
