Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"4,819,493","4,162,821","3,047,597","2,488,652","1,702,177"
Cost of Revenue,"615,163","547,758","409,539","275,119","210,460"
Gross Profit,"4,204,330","3,615,063","2,638,058","2,213,533","1,491,717"
Operating Expense,"2,557,289","2,413,038","1,974,092","1,820,704","1,480,519"
Operating Income,"1,647,041","1,202,025","663,966","392,829","11,198"
Net Non Operating Interest Income Expense,"2,869","5,176","-34,119","-57,550","-81,432"
Other Income Expense,"82,378","187,718","-29,606","-350,968","2,868"
Pretax Income,"1,732,288","1,394,919","600,241","-15,689","-67,366"
Tax Provision,"221,356","218,109","-1,486,862","-107,324","16,665"
Net Income Common Stockholders,"1,510,932","1,176,810","2,096,395","263,191","-112,052"
Average Dilution Earnings,-,0,9,5,-
Diluted NI Available to Com Stockholders,"1,510,932","1,176,810","2,096,404","263,196","-112,052"
Basic EPS,-,0.0046,0.0082,0.0011,0
Diluted EPS,-,0.0045,0.0081,0.001,0
Basic Average Shares,-,"256,728","254,292","248,858","244,685"
Diluted Average Shares,-,"260,673","259,185","253,225","244,685"
Total Operating Income as Reported,"1,640,982","1,197,566","635,150","123,243","9,936"
Total Expenses,"3,172,452","2,960,796","2,383,631","2,095,823","1,690,979"
Net Income from Continuing & Discontinued Operation,"1,510,932","1,176,810","2,096,896","263,484","-112,052"
Normalized Income,"1,516,217","1,180,572","2,117,932","425,236","-111,295"
Interest Income,"60,639","63,678",-,-,-
Interest Expense,"57,770","58,502","34,119","57,550","81,432"
Net Interest Income,"2,869","5,176","-34,119","-57,550","-81,432"
EBIT,"1,790,058","1,453,421","634,360","41,861","14,066"
EBITDA,"1,896,680",-,-,-,-
Reconciled Cost of Revenue,"615,163","547,758","409,539","275,119","210,460"
Reconciled Depreciation,"106,622","106,941","72,420","61,397","61,398"
Net Income from Continuing Operation Net Minority Interest,"1,510,932","1,176,810","2,096,896","263,484","-112,052"
Total Unusual Items Excluding Goodwill,"-6,059","-4,459","-28,816","-269,586","-1,262"
Total Unusual Items,"-6,059","-4,459","-28,816","-269,586","-1,262"
Normalized EBITDA,"1,902,739","1,564,821","735,596","372,844","76,726"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,-774.2338,-697.2075,"-7,780","-107,834",-504.8
