Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"11,406,000","11,094,000","10,194,000","10,170,000","7,043,000"
Cost of Revenue,"9,819,000","9,546,000","8,690,000","8,923,000","6,191,000"
Gross Profit,"1,587,000","1,548,000","1,504,000","1,247,000","852,000"
Operating Expense,"720,000","689,000","729,000","552,000","334,000"
Operating Income,"867,000","859,000","775,000","695,000","518,000"
Net Non Operating Interest Income Expense,"-143,000","-133,000","-138,000","-140,000","-86,000"
Other Income Expense,"26,000","140,000","-27,000","-162,000","-114,000"
Pretax Income,"750,000","866,000","610,000","393,000","318,000"
Tax Provision,"154,000","196,000","28,000","29,000","72,000"
Net Income Common Stockholders,"593,000","667,000","581,000","366,000","244,000"
Diluted NI Available to Com Stockholders,"593,000","667,000","581,000","366,000","244,000"
Basic EPS,-,-,0.0039,0.0024,0.0024
Diluted EPS,-,-,0.0038,0.0024,0.0024
Basic Average Shares,-,-,"151,000","152,000","102,000"
Diluted Average Shares,-,-,"153,000","154,000","104,000"
Total Operating Income as Reported,"912,000","912,000","749,000","559,000","417,000"
Total Expenses,"10,539,000","10,235,000","9,419,000","9,475,000","6,525,000"
Net Income from Continuing & Discontinued Operation,"593,000","667,000","581,000","366,000","244,000"
Normalized Income,"503,203","572,572","621,068","503,974","343,846"
Interest Income,-,"14,000","7,000","8,000","10,000"
Interest Expense,"157,000","147,000","145,000","148,000","96,000"
Net Interest Income,"-143,000","-133,000","-138,000","-140,000","-86,000"
EBIT,"907,000","1,013,000","755,000","541,000","414,000"
EBITDA,"1,144,000",-,-,-,-
Reconciled Cost of Revenue,"9,819,000","9,546,000","8,690,000","8,923,000","6,191,000"
Reconciled Depreciation,"237,000","234,000","257,000","350,000","122,000"
Net Income from Continuing Operation Net Minority Interest,"593,000","667,000","581,000","366,000","244,000"
Total Unusual Items Excluding Goodwill,"113,000","122,000","-42,000","-149,000","-129,000"
Total Unusual Items,"113,000","122,000","-42,000","-149,000","-129,000"
Normalized EBITDA,"1,031,000","1,125,000","1,054,000","1,040,000","665,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"23,203","27,572","-1,932","-11,026","-29,154"
