Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"14,109,000","14,109,000","14,768,000","14,314,000","13,599,000"
Cost of Revenue,"8,187,000","8,187,000","8,604,000","8,309,000","7,896,000"
Gross Profit,"5,922,000","5,922,000","6,164,000","6,005,000","5,703,000"
Operating Expense,"2,520,000","2,520,000","2,580,000","2,606,000","2,639,000"
Operating Income,"3,402,000","3,402,000","3,584,000","3,399,000","3,064,000"
Net Non Operating Interest Income Expense,"-192,000","-192,000","-222,000","-215,000","-199,000"
Other Income Expense,"78,000","78,000","32,000","86,000","43,000"
Pretax Income,"3,288,000","3,288,000","3,394,000","3,270,000","2,908,000"
Tax Provision,"767,000","767,000","831,000","1,583,000","873,000"
Net Income Common Stockholders,"2,490,000","2,521,000","2,563,000","1,687,000","2,035,000"
Diluted NI Available to Com Stockholders,"2,521,000","2,521,000","2,563,000","1,687,000","2,035,000"
Basic EPS,-,-,0.0077,0.0049,0.0057
Diluted EPS,-,-,0.0076,0.0049,0.0057
Basic Average Shares,-,-,"335,000","344,100","355,000"
Diluted Average Shares,-,-,"337,100","346,800","357,100"
Total Operating Income as Reported,"3,402,000","3,402,000","3,584,000","3,494,000","3,064,000"
Total Expenses,"10,707,000","10,707,000","11,184,000","10,915,000","10,535,000"
Net Income from Continuing & Discontinued Operation,"2,521,000","2,521,000","2,563,000","1,687,000","2,035,000"
Normalized Income,"2,483,417","2,483,417","2,558,470","1,634,800","2,046,200"
Interest Income,"29,000","29,000","35,000","45,000","38,000"
Interest Expense,"221,000","221,000","257,000","260,000","237,000"
Net Interest Income,"-192,000","-192,000","-222,000","-215,000","-199,000"
EBIT,"3,509,000","3,509,000","3,651,000","3,530,000","3,145,000"
EBITDA,"3,935,000",-,-,-,-
Reconciled Cost of Revenue,"7,920,000","7,920,000","8,332,000","8,053,000","7,650,000"
Reconciled Depreciation,"426,000","426,000","461,000","462,000","470,000"
Net Income from Continuing Operation Net Minority Interest,"2,521,000","2,521,000","2,563,000","1,687,000","2,035,000"
Total Unusual Items Excluding Goodwill,"49,000","49,000","6,000","87,000","-16,000"
Total Unusual Items,"49,000","49,000","6,000","87,000","-16,000"
Normalized EBITDA,"3,886,000","3,886,000","4,106,000","3,905,000","3,631,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"11,417","11,417","1,470","34,800","-4,800"
