Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"9,082,000","8,899,000","8,176,000","7,441,000","7,068,000"
Cost of Revenue,"7,456,000","7,368,000","6,385,000","6,018,000","5,608,000"
Gross Profit,"1,626,000","1,531,000","1,791,000","1,423,000","1,460,000"
Operating Expense,"831,000","788,000","857,000","570,000","608,000"
Operating Income,"795,000","743,000","934,000","853,000","852,000"
Net Non Operating Interest Income Expense,"-70,000","-70,000","-58,000","-94,000","-74,000"
Other Income Expense,"25,000","10,000","95,000","13,000","6,000"
Pretax Income,"750,000","683,000","971,000","772,000","784,000"
Tax Provision,"147,000","134,000","135,000","293,000","211,000"
Net Income Common Stockholders,"603,000","549,000","836,000","479,000","573,000"
Diluted NI Available to Com Stockholders,"603,000","549,000","836,000","479,000","573,000"
Basic EPS,-,-,0.0191,0.0105,0.0122
Diluted EPS,-,-,0.0191,0.0105,0.0121
Basic Average Shares,-,-,"43,800","45,700","46,800"
Diluted Average Shares,-,-,"43,800","45,800","47,200"
Total Operating Income as Reported,"790,000","736,000","951,000","865,000","858,000"
Total Expenses,"8,287,000","8,156,000","7,242,000","6,588,000","6,216,000"
Interest Expense,"70,000","70,000","58,000","94,000","74,000"
Net Interest Income,"-70,000","-70,000","-58,000","-94,000","-74,000"
Net Income from Continuing & Discontinued Operation,"603,000","549,000","836,000","479,000","573,000"
Normalized Income,"603,000","572,316","821,363","479,000","573,000"
EBIT,"820,000","753,000","1,029,000","866,000","858,000"
EBITDA,"1,053,000",-,-,-,-
Reconciled Cost of Revenue,"7,456,000","7,368,000","6,385,000","6,018,000","5,608,000"
Reconciled Depreciation,"233,000","227,000","203,000","205,000","186,000"
Net Income from Continuing Operation Net Minority Interest,"603,000","549,000","836,000","479,000","573,000"
Total Unusual Items Excluding Goodwill,-,"-29,000","17,000",-,0
Total Unusual Items,-,"-29,000","17,000",-,0
Normalized EBITDA,"1,053,000","1,009,000","1,215,000","1,071,000","1,044,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"-5,684","2,363",0,0
