Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"7,245,000","6,731,000","6,475,000","5,329,000","4,272,000"
Cost of Revenue,"4,080,000","3,863,000","4,028,000","3,506,000","3,274,000"
Gross Profit,"3,165,000","2,868,000","2,447,000","1,823,000","998,000"
Operating Expense,"2,395,000","2,237,000","1,996,000","1,619,000","1,380,000"
Operating Income,"770,000","631,000","451,000","204,000","-382,000"
Net Non Operating Interest Income Expense,"-65,000","-79,000","-103,000","-120,000","-154,000"
Other Income Expense,"-169,000","-180,000","-18,000","-15,000","88,000"
Pretax Income,"536,000","372,000","330,000","69,000","-448,000"
Tax Provision,"50,000","31,000","-9,000","19,000","39,000"
Earnings from Equity Interest Net of Tax,"1,000",0,"-2,000","-7,000","-10,000"
Net Income Common Stockholders,"487,000","341,000","337,000","43,000","-497,000"
Diluted NI Available to Com Stockholders,"491,000","341,000","337,000","43,000","-497,000"
Basic EPS,-,0,0,0,0
Diluted EPS,-,0,0,0,0
Basic Average Shares,-,"1,091,000","982,000","952,000","835,000"
Diluted Average Shares,-,"1,120,000","1,064,000","1,039,000","835,000"
Total Operating Income as Reported,"770,000","631,000","451,000","204,000","-372,000"
Total Expenses,"6,475,000","6,100,000","6,024,000","5,125,000","4,654,000"
Net Income from Continuing & Discontinued Operation,"487,000","341,000","337,000","43,000","-497,000"
Normalized Income,"487,000","502,333","345,760","49,522","-549,800"
Interest Income,-,"15,000","18,000","6,000","2,000"
Interest Expense,"80,000","94,000","121,000","126,000","156,000"
Net Interest Income,"-65,000","-79,000","-103,000","-120,000","-154,000"
EBIT,"616,000","466,000","451,000","195,000","-292,000"
EBITDA,"897,000",-,-,-,-
Reconciled Cost of Revenue,"4,080,000","3,863,000","4,028,000","3,506,000","3,141,000"
Reconciled Depreciation,"281,000","258,000","170,000","144,000","133,000"
Net Income from Continuing Operation Net Minority Interest,"487,000","341,000","337,000","43,000","-497,000"
Total Unusual Items Excluding Goodwill,-,"-176,000","-12,000","-9,000","88,000"
Total Unusual Items,-,"-176,000","-12,000","-9,000","88,000"
Normalized EBITDA,"897,000","900,000","633,000","348,000","-247,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"-14,667","-3,240","-2,478","35,200"
