Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"15,121,000","12,445,000","11,450,000","11,187,000","10,840,000"
Credit Losses Provision,"-1,353,000","-615,000","-566,000","-547,000","-572,000"
Non Interest Expense,"9,050,000","7,451,000","6,678,000","6,807,000","6,598,000"
Special Income Charges,"-387,000","-360,000","-146,000","-507,000","-170,000"
Pretax Income,"4,331,000","4,019,000","4,060,000","3,326,000","3,500,000"
Tax Provision,"829,000","782,000","803,000","911,000","1,058,000"
Net Income Common Stockholders,"3,265,000","3,028,000","3,063,000","2,220,000","2,259,000"
Diluted NI Available to Com Stockholders,"3,265,000","3,028,000","3,063,000","2,220,000","2,259,000"
Basic EPS,-,0.0038,0.004,0.0028,0.0028
Diluted EPS,-,0.0037,0.0039,0.0027,0.0028
Basic Average Shares,-,"805,104","772,963","799,217","804,680"
Diluted Average Shares,-,"815,204","783,484","810,977","814,916"
INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,"7,914,000","6,698,000","6,116,000","5,988,000","5,749,000"
Net Income from Continuing & Discontinued Operation,"3,492,000","3,224,000","3,237,000","2,394,000","2,426,000"
Normalized Income,"3,804,924","3,513,800","3,354,092","2,762,082","2,544,660"
Reconciled Depreciation,"892,000","630,000","555,000","550,000","555,000"
Net Income from Continuing Operation Net Minority Interest,"3,492,000","3,224,000","3,237,000","2,394,000","2,426,000"
Total Unusual Items Excluding Goodwill,"-387,000","-360,000","-146,000","-507,000","-170,000"
Total Unusual Items,"-387,000","-360,000","-146,000","-507,000","-170,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-74,076","-70,200","-28,908","-138,918","-51,340"
