Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"11,474,000","11,474,000","11,635,000","10,983,000","9,061,000"
Cost of Revenue,"9,165,000","9,203,000","9,329,000","8,717,000","7,296,000"
Gross Profit,"2,309,000","2,271,000","2,306,000","2,266,000","1,765,000"
Operating Expense,"1,098,000","1,095,000","1,180,000","1,243,000","965,000"
Operating Income,"1,211,000","1,176,000","1,126,000","1,023,000","800,000"
Net Non Operating Interest Income Expense,"-354,000","-324,000","-302,000","-288,000","-338,000"
Other Income Expense,"-345,000","-244,000","-191,000","-221,000","-337,000"
Pretax Income,"512,000","608,000","633,000","514,000","125,000"
Tax Provision,"57,000","71,000","185,000","165,000","-126,000"
Earnings from Equity Interest Net of Tax,"-13,000","-1,000","5,000","31,000","15,000"
Net Income Common Stockholders,"472,000","566,000","454,000","374,000","263,000"
Diluted NI Available to Com Stockholders,"472,000","566,000","454,000","374,000","263,000"
Basic EPS,-,-,0.0013,0.0011,0
Diluted EPS,-,-,0.0013,0.0011,0
Basic Average Shares,-,-,"344,796","350,269","316,542"
Diluted Average Shares,-,-,"352,321","356,985","322,884"
Total Expenses,"10,263,000","10,298,000","10,509,000","9,960,000","8,261,000"
Net Income from Continuing & Discontinued Operation,"472,000","566,000","454,000","374,000","263,000"
Normalized Income,"778,592","781,452","589,228","524,059","465,200"
Interest Expense,"311,000","317,000","301,000","285,000","229,000"
Net Interest Income,"-354,000","-324,000","-302,000","-288,000","-338,000"
EBIT,"823,000","925,000","934,000","799,000","354,000"
EBITDA,"1,500,000",-,-,-,-
Reconciled Cost of Revenue,"9,165,000","9,203,000","9,329,000","8,717,000","7,296,000"
Reconciled Depreciation,"677,000","678,000","702,000","729,000","453,000"
Net Income from Continuing Operation Net Minority Interest,"472,000","566,000","454,000","374,000","263,000"
Total Unusual Items Excluding Goodwill,"-345,000","-244,000","-191,000","-221,000","-337,000"
Total Unusual Items,"-345,000","-244,000","-191,000","-221,000","-337,000"
Normalized EBITDA,"1,845,000","1,847,000","1,827,000","1,749,000","1,144,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-38,408","-28,548","-55,772","-70,941","-134,800"
