Breakdown,ttm,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Revenue,"4,424,000","4,424,000","4,442,100","4,169,800","4,001,800"
Cost of Revenue,"1,662,100","1,662,100","1,631,100","1,565,100","1,511,500"
Gross Profit,"2,761,900","2,761,900","2,811,000","2,604,700","2,490,300"
Operating Expense,"2,029,300","2,029,300","2,020,700","1,810,200","1,769,100"
Operating Income,"732,600","732,600","790,300","794,500","721,200"
Net Non Operating Interest Income Expense,"-38,500","-38,500","-39,700","-42,000","-46,000"
Other Income Expense,"-1,800","-3,800","-7,100","8,000","1,400"
Pretax Income,"690,300","690,300","743,500","760,500","676,600"
Tax Provision,"149,200","149,200","157,100","390,400","230,500"
Net Income Common Stockholders,"541,100","541,100","586,400","370,100","446,100"
Diluted NI Available to Com Stockholders,"541,100","541,100","586,400","370,100","446,100"
Basic EPS,-,-,0.0048,0.003,0.0036
Diluted EPS,-,-,0.0048,0.003,0.0035
Basic Average Shares,-,-,"122,900","124,500","125,100"
Diluted Average Shares,-,-,"123,500","125,100","125,500"
Total Operating Income as Reported,"732,600","732,600","790,300","794,500","721,200"
Total Expenses,"3,691,400","3,691,400","3,651,800","3,375,300","3,280,600"
Net Income from Continuing & Discontinued Operation,"541,100","541,100","586,400","370,100","446,100"
Normalized Income,"541,100","541,100","586,400","370,100","446,100"
Interest Expense,"38,500","38,500","39,700","42,000","46,000"
Net Interest Income,"-38,500","-38,500","-39,700","-42,000","-46,000"
EBIT,"728,800","728,800","783,200","802,500","722,600"
EBITDA,"988,500",-,-,-,-
Reconciled Cost of Revenue,"1,662,100","1,662,100","1,631,100","1,565,100","1,511,500"
Reconciled Depreciation,"259,700","259,700","229,000","206,900","208,500"
Net Income from Continuing Operation Net Minority Interest,"541,100","541,100","586,400","370,100","446,100"
Total Unusual Items Excluding Goodwill,-,-,-,-,0
Total Unusual Items,-,-,-,-,0
Normalized EBITDA,"988,500","988,500","1,012,200","1,009,400","931,100"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
