Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"5,249,000","5,249,000","5,207,000","4,707,000","3,771,000"
Cost of Revenue,"3,154,000","3,203,000","3,181,000","2,856,000","2,310,000"
Gross Profit,"2,046,000","2,046,000","2,026,000","1,851,000","1,461,000"
Operating Expense,"1,349,000","1,349,000","1,350,000","1,270,000","1,025,000"
Operating Income,"697,000","697,000","676,000","581,000","436,000"
Net Non Operating Interest Income Expense,"-62,000","-62,000","-78,000","-79,000","-68,000"
Other Income Expense,"-219,000","-219,000","-13,000","-36,000","-28,000"
Pretax Income,"416,000","416,000","585,000","466,000","340,000"
Tax Provision,"15,000","15,000","36,000","136,000","80,000"
Net Income Common Stockholders,"401,000","401,000","549,000","331,000","260,000"
Diluted NI Available to Com Stockholders,"401,000","401,000","549,000","331,000","260,000"
Basic EPS,-,-,0.003,0.0018,0.0015
Diluted EPS,-,-,0.003,0.0018,0.0015
Basic Average Shares,-,-,"179,800","179,600","179,100"
Diluted Average Shares,-,-,"181,100","180,900","180,000"
Total Operating Income as Reported,"486,000","486,000","654,000","556,000","406,000"
Total Expenses,"4,495,000","4,552,000","4,531,000","4,126,000","3,335,000"
Net Income from Continuing & Discontinued Operation,"401,000","401,000","549,000","331,000","260,000"
Normalized Income,"603,230","603,230","569,658","355,780","282,950"
Interest Income,"5,000","5,000","4,000","3,000","2,000"
Interest Expense,"67,000","67,000","82,000","82,000","70,000"
Net Interest Income,"-62,000","-62,000","-78,000","-79,000","-68,000"
EBIT,"483,000","483,000","667,000","548,000","410,000"
EBITDA,"740,000",-,-,-,-
Reconciled Cost of Revenue,"3,203,000","3,203,000","3,181,000","2,856,000","2,310,000"
Reconciled Depreciation,"257,000","257,000","261,000","234,000","151,000"
Net Income from Continuing Operation Net Minority Interest,"401,000","401,000","549,000","331,000","260,000"
Total Unusual Items Excluding Goodwill,"-210,000","-210,000","-22,000","-35,000","-30,000"
Total Unusual Items,"-210,000","-210,000","-22,000","-35,000","-30,000"
Normalized EBITDA,"950,000","950,000","950,000","817,000","591,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-7,770","-7,770","-1,342","-10,220","-7,050"
