Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"109,168,000","104,213,000","92,105,000","90,039,400","84,863,000"
Total Expenses,"103,039,000","98,228,000","87,037,000","86,075,600","80,307,600"
Pretax Income,"6,129,000","5,985,000","5,068,000","3,963,800","4,555,400"
Tax Provision,"1,350,000","1,178,000","1,318,000","121,000","2,085,600"
Net Income Common Stockholders,"4,779,000","4,807,000","3,750,000","3,842,800","2,469,800"
Diluted NI Available to Com Stockholders,"4,779,000","4,807,000","3,750,000","3,842,800","2,469,800"
Basic EPS,-,0.019,0.0146,0.015,0.0094
Diluted EPS,-,0.0185,0.0142,0.0144,0.0092
Basic Average Shares,-,"252,922","257,396","256,085","263,747"
Diluted Average Shares,-,"260,300","264,200","267,800","268,100"
Net Income from Continuing & Discontinued Operation,"4,779,000","4,807,000","3,750,000","3,842,800","2,469,800"
Normalized Income,"4,782,119","4,808,606","3,758,140","4,116,446","2,469,800"
EBIT,"6,882,000","6,731,000","5,821,000","4,702,800","5,278,400"
Reconciled Depreciation,"1,114,000","1,133,000","1,132,000","890,400","911,800"
Net Income from Continuing Operation Net Minority Interest,"4,779,000","4,807,000","3,750,000","3,842,800","2,469,800"
Total Unusual Items Excluding Goodwill,"-4,000","-2,000","-11,000","-282,400",0
Total Unusual Items,"-4,000","-2,000","-11,000","-282,400",0
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,-881.0573,-394,"-2,860","-8,754",0
Interest Expense,"753,000","746,000","753,000","739,000","723,000"
