Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"8,007,081","7,986,252","7,791,069","7,515,426","7,440,181"
Cost of Revenue,"4,410,485","4,363,774","4,215,744","4,070,907","4,282,290"
Gross Profit,"3,596,596","3,622,478","3,575,325","3,444,519","3,157,891"
Operating Expense,"1,927,740","1,905,929","1,874,829","1,913,403","1,915,378"
Operating Income,"1,668,856","1,716,549","1,700,496","1,531,116","1,242,513"
Net Non Operating Interest Income Expense,"-142,922","-144,125","-138,837","-98,282","-90,143"
Other Income Expense,"-206,072","-191,640","-151,598","-322,166","-52,889"
Pretax Income,"1,319,862","1,380,784","1,410,061","1,110,668","1,099,481"
Tax Provision,"208,208","234,032","239,010","354,131","379,437"
Net Income Common Stockholders,"1,116,471","1,149,692","1,177,562","782,981","720,044"
Diluted NI Available to Com Stockholders,"1,116,471","1,149,692","1,177,562","782,981","720,044"
Basic EPS,-,0.0056,0.0058,0.0038,0.0035
Diluted EPS,-,0.0055,0.0056,0.0037,0.0033
Basic Average Shares,-,"209,455","209,993","212,245","214,139"
Diluted Average Shares,-,"271,316","210,989","213,742","215,304"
Total Operating Income as Reported,"1,539,883","1,595,952","1,623,664","1,274,641","1,205,783"
Total Expenses,"6,338,225","6,269,703","6,090,573","5,984,310","6,197,668"
Net Income from Continuing & Discontinued Operation,"1,116,471","1,149,692","1,177,562","782,981","720,044"
Normalized Income,"1,275,977","1,291,838","1,283,106","1,002,729","755,127"
Interest Income,"7,633","7,997","8,021","1,784","1,805"
Interest Expense,"150,555","152,122","146,858","100,066","91,948"
Net Interest Income,"-142,922","-144,125","-138,837","-98,282","-90,143"
EBIT,"1,470,417","1,532,906","1,556,919","1,210,734","1,191,429"
EBITDA,"1,760,256",-,-,-,-
Reconciled Cost of Revenue,"4,410,485","4,363,774","4,215,744","4,070,907","4,282,290"
Reconciled Depreciation,"289,839","291,544","295,144","261,853","301,837"
Net Income from Continuing Operation Net Minority Interest,"1,116,471","1,149,692","1,177,562","782,981","720,044"
Total Unusual Items Excluding Goodwill,"-189,381","-171,054","-127,161","-322,684","-53,562"
Total Unusual Items,"-189,381","-171,054","-127,161","-322,684","-53,562"
Normalized EBITDA,"1,949,637","1,995,504","1,979,224","1,795,271","1,546,828"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-29,875","-28,908","-21,617","-102,936","-18,479"
