Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"8,231,169","8,231,169","7,377,206","6,608,071","5,794,346"
Total Expenses,"7,132,182","7,132,182","7,603,677","6,202,887","4,694,502"
Pretax Income,"1,098,987","1,098,987","-226,471","405,184","1,099,844"
Tax Provision,"89,526","89,526","-330,023","-63,784","103,500"
Net Income Common Stockholders,"998,182","998,182","102,598","464,134","985,829"
Diluted NI Available to Com Stockholders,"998,182","998,182","102,598","464,134","985,829"
Basic EPS,-,-,0.0025,0.0114,0.0239
Diluted EPS,-,-,0.0025,0.0114,0.0237
Basic Average Shares,-,-,"40,769","41,030","41,775"
Diluted Average Shares,-,-,"40,930","41,282","42,075"
Net Income from Continuing & Discontinued Operation,"1,009,461","1,009,461","103,552","468,968","996,344"
Normalized Income,"1,009,461","1,009,461","103,552","468,968","996,344"
EBIT,"1,130,680","1,130,680","-195,440","436,787","1,136,072"
Net Income from Continuing Operation Net Minority Interest,"1,009,461","1,009,461","103,552","468,968","996,344"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
Interest Expense,"31,693","31,693","31,031","31,603","36,228"
