Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"2,838,000","2,886,000","2,873,000","2,366,000","1,941,000"
Credit Losses Provision,"33,000","51,000","86,000","168,000","149,000"
Non Interest Expense,"1,649,000","1,595,000","1,530,000","1,397,000","1,217,000"
Special Income Charges,"-39,000","-23,000","-11,000","-73,000","-35,000"
Pretax Income,"1,183,000","1,319,000","1,418,000","1,064,000","838,000"
Tax Provision,"337,000","364,000","366,000","450,000","286,000"
Net Income Common Stockholders,"806,000","915,000","1,016,000","589,000","552,000"
Diluted NI Available to Com Stockholders,"806,000","915,000","1,016,000","589,000","552,000"
Basic EPS,-,0.0039,0.0039,0.0022,0.002
Diluted EPS,-,0.0039,0.0039,0.0022,0.002
Basic Average Shares,-,"237,396","260,600","273,190","277,789"
Diluted Average Shares,-,"237,931","261,669","274,352","279,048"
INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,"1,793,000","1,903,000","1,932,000","1,653,000","1,297,000"
Net Income from Continuing & Discontinued Operation,"846,000","955,000","1,052,000","614,000","552,000"
Normalized Income,"873,890","971,652","1,060,162","657,800","575,065"
Reconciled Depreciation,"228,000","225,000","244,000","262,000","239,000"
Net Income from Continuing Operation Net Minority Interest,"846,000","955,000","1,052,000","614,000","552,000"
Total Unusual Items Excluding Goodwill,"-39,000","-23,000","-11,000","-73,000","-35,000"
Total Unusual Items,"-39,000","-23,000","-11,000","-73,000","-35,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-11,110","-6,348","-2,838","-29,200","-11,935"
