Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"4,977,000","4,829,000","4,442,700","4,204,100","3,604,200"
Cost of Revenue,"1,385,000","1,387,000","1,245,500","1,222,800","1,026,600"
Gross Profit,"3,592,000","3,442,000","3,197,200","2,981,300","2,577,600"
Operating Expense,"1,386,000","1,367,000","1,272,000","1,149,700","1,061,500"
Operating Income,"2,206,000","2,075,000","1,925,200","1,831,600","1,516,100"
Net Non Operating Interest Income Expense,"-196,000","-208,000","-216,000","-188,400","-137,800"
Other Income Expense,"-48,000","-57,000","-38,200","143,600","-820,300"
Pretax Income,"1,962,000","1,810,000","1,671,000","1,786,800","558,000"
Tax Provision,"420,000","381,000","351,600","779,100","282,200"
Net Income Common Stockholders,"1,537,000","1,422,000","1,309,600","1,000,600","266,600"
Diluted NI Available to Com Stockholders,"1,537,000","1,422,000","1,309,600","1,000,600","266,600"
Basic EPS,-,-,0.0068,0.0052,0.0014
Diluted EPS,-,-,0.0067,0.0052,0.0014
Basic Average Shares,-,-,"191,600","191,100","192,700"
Diluted Average Shares,-,-,"194,400","194,200","195,400"
Total Operating Income as Reported,"2,128,000","1,998,000","1,868,200","1,809,100","638,700"
Total Expenses,"2,771,000","2,754,000","2,517,500","2,372,500","2,088,100"
Net Income from Continuing & Discontinued Operation,"1,537,000","1,422,000","1,309,600","1,000,600","266,600"
Normalized Income,"1,597,517","1,497,050","1,363,636","921,700","762,020"
Interest Income,"16,000","17,000","14,700","16,000","10,900"
Interest Expense,"212,000","225,000","230,700","204,400","148,700"
Net Interest Income,"-196,000","-208,000","-216,000","-188,400","-137,800"
EBIT,"2,174,000","2,035,000","1,901,700","1,991,200","706,700"
EBITDA,"2,373,000",-,-,-,-
Reconciled Cost of Revenue,"1,385,000","1,387,000","1,245,500","1,222,800","1,026,600"
Reconciled Depreciation,"199,000","200,000","191,900","158,300","126,700"
Net Income from Continuing Operation Net Minority Interest,"1,537,000","1,422,000","1,309,600","1,000,600","266,600"
Total Unusual Items Excluding Goodwill,"-77,000","-95,000","-68,400","131,500","-825,700"
Total Unusual Items,"-77,000","-95,000","-68,400","131,500","-825,700"
Normalized EBITDA,"2,450,000","2,330,000","2,162,000","2,018,000","1,659,100"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-16,483","-19,950","-14,364","52,600","-330,280"
