Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"10,543,644","10,950,661","9,493,849","8,777,845","8,496,401"
Cost of Revenue,"6,159,880","6,062,765","5,262,207","4,896,579","5,015,539"
Gross Profit,"4,383,764","4,887,896","4,231,642","3,881,266","3,480,862"
Operating Expense,"2,818,183","2,805,195","2,336,841","2,137,210","1,995,205"
Operating Income,"1,565,581","2,082,701","1,894,801","1,744,056","1,485,657"
Net Non Operating Interest Income Expense,"-378,314","-381,568","-300,872","-269,881","-286,514"
Other Income Expense,"-973,508","206,467","221,863","150,958","84,245"
Pretax Income,"213,759","1,907,600","1,815,792","1,625,133","1,283,388"
Net Income Common Stockholders,"184,727","1,878,887","1,811,042","1,625,133","1,283,388"
Diluted NI Available to Com Stockholders,"184,727","1,878,887","1,811,042","1,625,133","1,283,388"
Basic EPS,-,-,0.0086,0.0076,0.006
Diluted EPS,-,-,0.0086,0.0075,0.0059
Basic Average Shares,-,-,"210,570","214,617","215,393"
Diluted Average Shares,-,-,"211,554","215,694","216,316"
Total Operating Income as Reported,"457,463","2,082,701","1,894,801","1,744,056","1,477,205"
Total Expenses,"8,978,063","8,867,960","7,599,048","7,033,789","7,010,744"
Interest Income,"22,695","26,945","32,800","30,101","20,856"
Interest Expense,"401,009","408,513","333,672","299,982","307,370"
Net Interest Income,"-378,314","-381,568","-300,872","-269,881","-286,514"
Net Income from Continuing & Discontinued Operation,"184,727","1,878,887","1,811,042","1,625,133","1,283,388"
Normalized Income,"184,727","1,878,887","1,811,042","1,625,133","1,288,459"
EBIT,"614,768","2,316,113","2,149,464","1,925,115","1,590,758"
EBITDA,"1,892,755",-,-,-,-
Reconciled Cost of Revenue,"6,159,880","6,062,765","5,262,207","4,896,579","5,015,539"
Reconciled Depreciation,"1,277,987","1,245,942","1,033,697","951,194","894,915"
Net Income from Continuing Operation Net Minority Interest,"184,727","1,878,887","1,811,042","1,625,133","1,283,388"
Total Unusual Items Excluding Goodwill,-,-,-,0,"-8,452"
Total Unusual Items,-,-,-,0,"-8,452"
Normalized EBITDA,"1,892,755","3,562,055","3,183,161","2,876,309","2,494,125"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,"-3,381"
