Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"32,493,000","32,917,000","32,815,000","30,440,000","27,810,000"
Cost of Revenue,"28,392,000","28,720,000","28,478,000","26,543,000","24,110,000"
Gross Profit,"4,101,000","4,197,000","4,337,000","3,897,000","3,700,000"
Operating Expense,"1,206,000","1,191,000","1,146,000","1,219,000","1,415,000"
Operating Income,"2,895,000","3,006,000","3,191,000","2,678,000","2,285,000"
Net Non Operating Interest Income Expense,"-553,000","-568,000","-515,000","-438,000","-460,000"
Other Income Expense,"-21,358,000","-12,856,000","-52,000","-3,423,000","-3,730,000"
Pretax Income,"-19,016,000","-10,418,000","2,624,000","-1,183,000","-1,905,000"
Tax Provision,"-1,111,000","-311,000","447,000","330,000","-278,000"
Net Income Common Stockholders,"-17,934,000","-10,137,000","2,138,000","-1,505,000","-1,687,000"
Diluted NI Available to Com Stockholders,"-17,934,000","-10,137,000","2,138,000","-1,505,000","-1,687,000"
Basic EPS,-,-0.0073,0.0015,-0.0011,-0.0012
Diluted EPS,-,-0.0073,0.0015,-0.0011,-0.0012
Basic Average Shares,-,"1,385,000","1,385,000","1,388,000","1,357,000"
Diluted Average Shares,-,"1,385,000","1,393,000","1,388,000","1,357,000"
Total Expenses,"29,598,000","29,911,000","29,624,000","27,762,000","25,525,000"
Net Income from Continuing & Discontinued Operation,"-17,934,000","-10,137,000","2,138,000","-1,505,000","-1,687,000"
Normalized Income,"495,458","2,376,970","2,255,030","606,400","1,575,280"
Interest Income,"45,000","41,000","60,000","128,000","110,000"
Interest Expense,"598,000","609,000","575,000","566,000","570,000"
Net Interest Income,"-553,000","-568,000","-515,000","-438,000","-460,000"
EBIT,"-18,418,000","-9,809,000","3,199,000","-617,000","-1,335,000"
EBITDA,"-14,940,000",-,-,-,-
Reconciled Cost of Revenue,"28,392,000","28,720,000","28,478,000","26,543,000","24,110,000"
Reconciled Depreciation,"3,478,000","3,589,000","3,556,000","3,837,000","4,094,000"
Net Income from Continuing Operation Net Minority Interest,"-17,934,000","-10,137,000","2,138,000","-1,505,000","-1,687,000"
Total Unusual Items Excluding Goodwill,"-19,573,000","-12,901,000","-141,000","-3,519,000","-3,820,000"
Total Unusual Items,"-19,573,000","-12,901,000","-141,000","-3,519,000","-3,820,000"
Normalized EBITDA,"4,633,000","6,681,000","6,896,000","6,739,000","6,579,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-1,143,542","-387,030","-23,970","-1,407,600","-557,720"
