Breakdown,ttm,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Revenue,"29,579,237","27,753,973","25,625,043","23,470,967","21,986,598"
Cost of Revenue,"20,496,760","19,264,912","17,821,173","16,249,608","15,203,960"
Gross Profit,"9,082,477","8,489,061","7,803,870","7,221,359","6,782,638"
Operating Expense,"6,425,626","6,186,757","5,687,564","5,213,541","4,719,189"
Operating Income,"2,656,851","2,302,304","2,116,306","2,007,818","2,063,449"
Net Non Operating Interest Income Expense,"-105,134","-100,574","-99,871","-97,036","-97,821"
Other Income Expense,-,-,"-1,019","-3,502",-
Pretax Income,"2,551,717","2,201,730","2,015,416","1,907,280","1,965,628"
Tax Provision,"441,317","489,175","425,944","368,320","714,495"
Net Income Common Stockholders,"1,977,988","1,712,555","1,589,472","1,538,960","1,251,133"
Diluted NI Available to Com Stockholders,"1,977,988","1,712,555","1,589,472","1,538,960","1,251,133"
Basic EPS,-,0.0067,0.006,0.0056,0.0045
Diluted EPS,-,0.0066,0.006,0.0056,0.0044
Basic Average Shares,-,"256,553","265,155","272,751","281,317"
Diluted Average Shares,-,"258,053","266,105","273,362","282,261"
Total Operating Income as Reported,"2,656,851","2,302,304","2,116,306","2,007,818","2,063,449"
Total Expenses,"26,922,386","25,451,669","23,508,737","21,463,149","19,923,149"
Net Income from Continuing & Discontinued Operation,"1,977,988","1,712,555","1,589,472","1,538,960","1,251,133"
Normalized Income,"1,977,988","1,712,555","1,589,472","1,538,960","1,251,133"
Interest Expense,"105,134","100,574","99,871","97,036","97,821"
Net Interest Income,"-105,134","-100,574","-99,871","-97,036","-97,821"
EBIT,"2,656,851","2,302,304","2,115,287","2,004,316","2,063,449"
EBITDA,"3,176,825",-,-,-,-
Reconciled Cost of Revenue,"20,496,760","19,264,912","17,821,173","16,249,608","15,203,960"
Reconciled Depreciation,"519,974","504,804","454,134","404,231","379,931"
Net Income from Continuing Operation Net Minority Interest,"1,977,988","1,712,555","1,589,472","1,538,960","1,251,133"
Normalized EBITDA,"3,176,825","2,807,108","2,569,421","2,408,547","2,443,380"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
