Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"154,223,000","153,743,000","48,569,000","41,616,000","39,668,000"
Total Expenses,"148,044,000","147,173,000","44,988,000","38,010,000","36,689,000"
Pretax Income,"6,179,000","6,570,000","3,581,000","3,606,000","2,979,000"
Tax Provision,"1,242,000","1,450,000","935,000","1,374,000","1,136,000"
Net Income Common Stockholders,"4,917,000","5,104,000","2,637,000","2,237,000","1,867,000"
Diluted NI Available to Com Stockholders,"4,917,000","5,104,000","2,637,000","2,237,000","1,867,000"
Basic EPS,-,-,0.0107,0.0092,0.0073
Diluted EPS,-,-,0.0105,0.0092,0.0072
Basic Average Shares,-,-,"246,652","243,967","255,360"
Diluted Average Shares,-,-,"250,225","243,967","259,647"
Net Income from Continuing & Discontinued Operation,"4,917,000","5,104,000","2,637,000","2,237,000","1,867,000"
Normalized Income,"5,066,412","5,105,558","2,637,000","2,237,000","1,867,000"
EBIT,"7,800,000","8,252,000","4,079,000","3,858,000",-
Reconciled Depreciation,"3,447,000","3,651,000","695,000","566,000","610,000"
Net Income from Continuing Operation Net Minority Interest,"4,917,000","5,104,000","2,637,000","2,237,000","1,867,000"
Total Unusual Items Excluding Goodwill,"-187,000","-2,000",0,"-520,000",-
Total Unusual Items,"-187,000","-2,000",0,"-520,000",-
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-37,588",-442,0,0,0
Interest Expense,"1,621,000","1,682,000","498,000","252,000",-
