Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"50,660,000","51,750,000","53,647,000","52,546,000","52,824,000"
Cost of Revenue,"10,164,000","10,219,000","11,248,000","11,240,000","12,329,000"
Gross Profit,"40,496,000","41,531,000","42,399,000","41,306,000","40,495,000"
Operating Expense,"26,867,000","27,610,000","27,354,000","27,199,000","26,765,000"
Operating Income,"13,629,000","13,921,000","15,045,000","14,107,000","13,730,000"
Net Non Operating Interest Income Expense,"-1,409,000","-1,348,000","-983,000","-879,000","-716,000"
Other Income Expense,"5,022,000","5,108,000","-2,178,000","-923,000","-4,663,000"
Pretax Income,"17,244,000","17,682,000","11,885,000","12,305,000","8,351,000"
Tax Provision,"1,426,000","1,384,000","706,000","-9,049,000","1,123,000"
Net Income Common Stockholders,"15,790,000","16,272,000","11,152,000","21,307,000","7,214,000"
Average Dilution Earnings,-,"1,000","1,000","1,000",0
Diluted NI Available to Com Stockholders,"15,790,000","16,273,000","11,153,000","21,308,000","7,214,000"
Basic EPS,-,0.0029,0.0019,0.0036,0.0012
Diluted EPS,-,0.0029,0.0019,0.0035,0.0012
Basic Average Shares,-,"5,569,000","5,872,000","5,970,000","6,089,000"
Diluted Average Shares,-,"5,675,000","5,977,000","6,058,000","6,159,000"
Total Expenses,"37,031,000","37,829,000","38,602,000","38,439,000","39,094,000"
Net Income from Continuing & Discontinued Operation,"15,790,000","16,273,000","11,153,000","21,308,000","7,215,000"
Normalized Income,"12,147,053","12,627,251","14,722,914","22,448,400","11,946,278"
Interest Income,"194,000","226,000","333,000","391,000","470,000"
Interest Expense,"1,603,000","1,574,000","1,316,000","1,270,000","1,186,000"
Net Interest Income,"-1,409,000","-1,348,000","-983,000","-879,000","-716,000"
EBIT,"18,847,000","19,256,000","13,201,000","13,575,000","9,537,000"
EBITDA,"24,530,000",-,-,-,-
Reconciled Cost of Revenue,"8,793,000","8,819,000","9,757,000","9,729,000","10,628,000"
Reconciled Depreciation,"5,683,000","6,010,000","6,384,000","6,269,000","5,757,000"
Net Income from Continuing Operation Net Minority Interest,"15,786,000","16,269,000","11,143,000","21,306,000","7,198,000"
Total Unusual Items Excluding Goodwill,"3,967,000","3,951,000","-3,806,000","-1,904,000","-5,483,000"
Total Unusual Items,"3,967,000","3,951,000","-3,806,000","-1,904,000","-5,483,000"
Normalized EBITDA,"20,563,000","21,315,000","23,391,000","21,748,000","20,777,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"328,053","309,251","-226,086","-761,600","-734,722"
