Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"41,752,000","42,951,000","60,278,000","43,730,000","48,158,000"
Cost of Revenue,"35,745,000","36,657,000","47,705,000","36,350,000","37,668,000"
Gross Profit,"6,007,000","6,294,000","12,573,000","7,380,000","10,490,000"
Operating Expense,"2,633,000","2,774,000","5,004,000","2,998,000","6,203,000"
Operating Income,"3,374,000","3,520,000","7,569,000","4,382,000","4,287,000"
Net Non Operating Interest Income Expense,"-829,000","-852,000","-1,009,000","-848,000","-751,000"
Other Income Expense,"-3,693,000","-3,915,000","-642,000","-3,297,000","877,000"
Pretax Income,"-1,148,000","-1,247,000","5,918,000","237,000","4,413,000"
Tax Provision,"467,000","470,000","1,285,000","1,524,000","9,000"
Net Income Common Stockholders,"-1,676,000","-1,359,000","4,499,000","465,000","3,978,000"
Diluted NI Available to Com Stockholders,"-1,676,000","-1,359,000","4,499,000","465,000","3,978,000"
Basic EPS,-,-,0.006,0,0.0053
Diluted EPS,-,-,0.006,0,0.0053
Basic Average Shares,-,-,"750,000","750,000","750,000"
Diluted Average Shares,-,-,"750,000","750,000","750,000"
Total Expenses,"38,378,000","39,431,000","52,709,000","39,348,000","43,871,000"
Net Income from Continuing & Discontinued Operation,"-1,676,000","-1,359,000","4,499,000","465,000","4,318,000"
Normalized Income,"1,123,550","1,321,860","5,919,901","705,200","4,034,579"
Interest Income,"78,000","81,000","109,000","66,000","107,000"
Interest Expense,"907,000","933,000","1,118,000","914,000","858,000"
Net Interest Income,"-829,000","-852,000","-1,009,000","-848,000","-751,000"
EBIT,"-241,000","-314,000","7,036,000","1,151,000","5,271,000"
EBITDA,"2,678,000",-,-,-,-
Reconciled Cost of Revenue,"33,229,000","34,138,000","44,998,000","34,204,000","35,350,000"
Reconciled Depreciation,"2,919,000","2,938,000","3,329,000","2,546,000","2,862,000"
Net Income from Continuing Operation Net Minority Interest,"-1,676,000","-1,804,000","4,499,000","-1,417,000","4,318,000"
Total Unusual Items Excluding Goodwill,"-3,835,000","-4,282,000","-1,815,000","-3,537,000","284,000"
Total Unusual Items,"-3,835,000","-4,282,000","-1,815,000","-3,537,000","284,000"
Normalized EBITDA,"6,513,000","6,906,000","12,180,000","7,234,000","7,849,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-1,035,450","-1,156,140","-394,099","-1,414,800",579.1978
