Breakdown,ttm,2/29/2020,2/28/2019,2/28/2018,2/28/2017
Total Revenue,"8,343,500","8,343,500","8,116,000","7,585,000","7,331,500"
Cost of Revenue,"4,191,600","4,191,600","4,035,700","3,767,800","3,802,100"
Gross Profit,"4,151,900","4,151,900","4,080,300","3,817,200","3,529,400"
Operating Expense,"1,621,800","1,621,800","1,668,100","1,532,700","1,392,400"
Operating Income,"2,530,100","2,530,100","2,412,200","2,284,500","2,137,000"
Net Non Operating Interest Income Expense,"-428,700","-428,700","-367,100","-332,000","-333,300"
Other Income Expense,"-3,046,600","-3,046,600","2,099,900","390,200","289,700"
Pretax Income,"-945,200","-945,200","4,145,000","2,342,700","2,093,400"
Tax Provision,"-966,600","-966,600","685,900","11,900","554,200"
Net Income Common Stockholders,"-11,800","-11,800","3,435,900","2,318,900","1,535,100"
Diluted NI Available to Com Stockholders,"-11,800","-11,800","3,435,900","2,318,900","1,535,100"
Basic EPS,-,-,0.0182,0.012,0.0078
Diluted EPS,-,-,0.0176,0.0116,0.0075
Basic Average Shares,-,-,"190,570","194,793","199,287"
Diluted Average Shares,-,-,"195,532","200,745","204,099"
Total Operating Income as Reported,"2,154,500","2,154,500","2,412,200","2,284,500","2,399,400"
Total Expenses,"5,813,400","5,813,400","5,703,800","5,300,500","5,194,500"
Net Income from Continuing & Discontinued Operation,"-11,800","-11,800","3,435,900","2,318,900","1,535,100"
Normalized Income,"1,490,600","1,490,600","1,682,484","1,930,651","1,322,171"
Interest Expense,"428,700","428,700","367,100","332,000","333,300"
Net Interest Income,"-428,700","-428,700","-367,100","-332,000","-333,300"
EBIT,"-516,500","-516,500","4,512,100","2,674,700","2,426,700"
EBITDA,"-190,000",-,-,-,-
Reconciled Cost of Revenue,"4,191,600","4,191,600","4,035,700","3,767,800","3,802,100"
Reconciled Depreciation,"326,500","326,500","333,100","293,800","293,900"
Net Income from Continuing Operation Net Minority Interest,"-11,800","-11,800","3,435,900","2,318,900","1,535,100"
Total Unusual Items Excluding Goodwill,"-2,504,000","-2,504,000","2,099,900","390,200","289,700"
Total Unusual Items,"-2,504,000","-2,504,000","2,099,900","390,200","289,700"
Normalized EBITDA,"2,314,000","2,314,000","2,745,300","2,578,300","2,430,900"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-1,001,600","-1,001,600","346,484","1,951","76,771"
