Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"8,128,900","8,225,400","8,202,000","7,011,300","6,286,400"
Cost of Revenue,"5,580,900","5,609,400","5,547,100","4,701,400","4,246,400"
Gross Profit,"2,548,000","2,616,000","2,654,900","2,309,900","2,040,000"
Operating Expense,"979,200","971,400","959,500","878,300","798,200"
Operating Income,"1,568,800","1,644,600","1,695,400","1,431,600","1,241,800"
Net Non Operating Interest Income Expense,"-116,700","-117,600","-101,700","-72,100","-61,100"
Other Income Expense,"-16,500","-31,100","-5,300","-7,100","-39,600"
Pretax Income,"1,435,600","1,495,900","1,588,400","1,352,400","1,141,100"
Tax Provision,"298,300","331,900","371,500","691,700","308,500"
Net Income Common Stockholders,"1,129,600","1,155,000","1,205,000","650,500","822,900"
Diluted NI Available to Com Stockholders,"1,129,600","1,155,000","1,205,000","650,500","822,900"
Basic EPS,-,0.0039,0.004,0.0021,0.0027
Diluted EPS,-,0.0038,0.0039,0.0021,0.0026
Basic Average Shares,-,"297,500","301,200","305,700","308,300"
Diluted Average Shares,-,"307,900","312,600","316,500","315,200"
Total Operating Income as Reported,"1,559,900","1,619,200","1,686,900","1,427,600","1,205,200"
Total Expenses,"6,560,100","6,580,800","6,506,600","5,579,700","5,044,600"
Net Income from Continuing & Discontinued Operation,"1,129,600","1,155,000","1,205,000","650,500","822,900"
Normalized Income,"1,147,979","1,185,887","1,211,511","652,900","849,618"
Interest Income,-,-,-,"20,200","11,500"
Interest Expense,"116,700","117,600","101,700","92,300","72,600"
Net Interest Income,"-116,700","-117,600","-101,700","-72,100","-61,100"
EBIT,"1,552,300","1,613,500","1,690,100","1,444,700","1,213,700"
EBITDA,"1,850,900",-,-,-,-
Reconciled Cost of Revenue,"5,580,900","5,609,400","5,547,100","4,701,400","4,246,400"
Reconciled Depreciation,"298,600","312,100","299,700","226,800","217,000"
Net Income from Continuing Operation Net Minority Interest,"1,129,600","1,155,000","1,205,000","650,500","822,900"
Total Unusual Items Excluding Goodwill,"-23,200","-39,700","-8,500","-4,000","-36,600"
Total Unusual Items,"-23,200","-39,700","-8,500","-4,000","-36,600"
Normalized EBITDA,"1,874,100","1,965,300","1,998,300","1,675,500","1,467,300"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-4,821","-8,813","-1,989","-1,600","-9,882"
