Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"5,073,084","5,158,557","4,845,872","4,300,170","3,840,087"
Cost of Revenue,"3,344,237","3,370,897","3,186,310","2,851,431","2,575,220"
Gross Profit,"1,728,847","1,787,660","1,659,562","1,448,739","1,264,867"
Operating Expense,"610,280","610,280","584,022","533,645","462,970"
Operating Income,"1,177,380","1,177,380","1,075,540","915,094","801,897"
Net Non Operating Interest Income Expense,"-88,481","-88,481","-82,180","-98,029","-94,304"
Other Income Expense,"-19,151","-19,151","-5,615","-20,336","-14,490"
Pretax Income,"1,069,748","1,069,748","987,745","796,729","693,103"
Tax Provision,"208,451","208,451","209,812","115,259","180,945"
Net Income Common Stockholders,"861,297","861,297","777,933","681,470","512,158"
Diluted NI Available to Com Stockholders,"861,297","861,297","777,933","681,470","512,158"
Basic EPS,-,-,0.0034,0.003,0.0022
Diluted EPS,-,-,0.0033,0.0029,0.0022
Basic Average Shares,-,-,"230,823","230,229","232,593"
Diluted Average Shares,-,-,"232,712","231,845","233,730"
Total Operating Income as Reported,"1,177,380","1,177,380","1,075,540","915,094","801,897"
Total Expenses,"3,981,177","3,981,177","3,770,332","3,385,076","3,038,190"
Net Income from Continuing & Discontinued Operation,"861,297","861,297","777,933","681,470","512,158"
Normalized Income,"861,297","861,297","777,933","681,470","512,158"
Interest Expense,"88,481","88,481","82,180","98,029","94,304"
Net Interest Income,"-88,481","-88,481","-82,180","-98,029","-94,304"
EBIT,"1,158,229","1,158,229","1,069,925","894,758","787,407"
EBITDA,"1,392,271",-,-,-,-
Reconciled Cost of Revenue,"3,370,897","3,370,897","3,186,310","2,851,431","2,575,220"
Reconciled Depreciation,"234,042","234,042","199,490","183,227","179,716"
Net Income from Continuing Operation Net Minority Interest,"861,297","861,297","777,933","681,470","512,158"
Normalized EBITDA,"1,392,271","1,392,271","1,269,415","1,077,985","967,123"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
