Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"5,837,000","5,763,000","5,423,000","4,355,605","3,921,225"
Cost of Revenue,"1,991,000","1,986,000","1,847,000","1,563,701","1,440,521"
Gross Profit,"3,846,000","3,777,000","3,576,000","2,791,904","2,480,704"
Operating Expense,"2,168,000","2,186,000","2,091,000","1,669,106","1,479,582"
Operating Income,"1,678,000","1,591,000","1,485,000","1,122,798","1,001,122"
Net Non Operating Interest Income Expense,"-668,000","-677,000","-637,000","-571,921","-514,236"
Other Income Expense,"-47,000","-33,000","-158,000","-80,284","-113,032"
Pretax Income,"963,000","881,000","690,000","470,593","373,854"
Tax Provision,"21,000","21,000","19,000","26,043","16,881"
Net Income Common Stockholders,"829,000","747,000","558,000","386,256","323,982"
Diluted NI Available to Com Stockholders,"829,000","747,000","558,000","386,256","323,982"
Basic EPS,-,0.0018,0.0014,0.001,0
Diluted EPS,-,0.0018,0.0013,0.001,0
Basic Average Shares,-,"416,000","413,000","381,740","340,349"
Diluted Average Shares,-,"418,000","415,000","383,221","340,879"
Total Operating Income as Reported,"1,638,000","1,559,000","1,432,000","1,044,045","949,216"
Total Expenses,"4,159,000","4,172,000","3,938,000","3,232,807","2,920,103"
Net Income from Continuing & Discontinued Operation,"942,000","860,000","671,000","444,550","356,973"
Normalized Income,"983,084","893,190","825,622","522,275","456,465"
Interest Income,"6,000","6,000","5,000","18,761",796
Interest Expense,"656,000","662,000","620,000","569,769","493,689"
Net Interest Income,"-668,000","-677,000","-637,000","-571,921","-514,236"
EBIT,"1,619,000","1,543,000","1,310,000","1,040,362","867,543"
EBITDA,"3,185,000",-,-,-,-
Reconciled Cost of Revenue,"1,991,000","1,986,000","1,847,000","1,563,701","1,440,521"
Reconciled Depreciation,"1,566,000","1,572,000","1,528,000","1,242,408","1,108,551"
Net Income from Continuing Operation Net Minority Interest,"942,000","860,000","671,000","444,550","356,973"
Total Unusual Items Excluding Goodwill,"-42,000","-34,000","-159,000","-82,278","-104,197"
Total Unusual Items,"-42,000","-34,000","-159,000","-82,278","-104,197"
Normalized EBITDA,"3,227,000","3,149,000","2,997,000","2,365,048","2,080,291"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,-915.8879,-810.4427,"-4,378","-4,553","-4,705"
