Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"22,578,000","23,571,000","23,771,000","20,428,000","17,509,000"
Cost of Revenue,"16,836,000","17,591,000","18,034,000","15,338,000","13,057,000"
Gross Profit,"5,742,000","5,980,000","5,737,000","5,090,000","4,452,000"
Operating Expense,"3,423,000","3,467,000","3,328,000","3,093,000","2,671,000"
Operating Income,"2,319,000","2,513,000","2,409,000","1,997,000","1,781,000"
Net Non Operating Interest Income Expense,"-70,000","-74,000","-90,000","-73,000","-55,000"
Other Income Expense,"395,000","395,000","434,000","441,000","204,000"
Pretax Income,"2,644,000","2,834,000","2,753,000","2,365,000","1,930,000"
Tax Provision,"517,000","566,000","566,000","1,371,000","474,000"
Net Income Common Stockholders,"2,108,000","2,260,000","2,141,000","999,000","1,394,000"
Diluted NI Available to Com Stockholders,"2,108,000","2,260,000","2,141,000","999,000","1,394,000"
Basic EPS,-,0.0145,0.0132,0.006,0.0083
Diluted EPS,-,0.0145,0.0132,0.006,0.0082
Basic Average Shares,-,"155,400","162,200","166,600","169,000"
Diluted Average Shares,-,"156,100","162,800","167,300","169,300"
Total Operating Income as Reported,"2,535,000","2,700,000","2,786,000","2,365,000","1,928,000"
Total Expenses,"20,259,000","21,058,000","21,362,000","18,431,000","15,728,000"
Net Income from Continuing & Discontinued Operation,"2,108,000","2,260,000","2,141,000","999,000","1,394,000"
Normalized Income,"2,166,726","2,294,400","2,179,112","993,000","1,502,576"
Interest Income,"41,000","46,000","35,000","18,000","23,000"
Interest Expense,"100,000","109,000","114,000","81,000","69,000"
Net Interest Income,"-70,000","-74,000","-90,000","-73,000","-55,000"
EBIT,"2,744,000","2,943,000","2,867,000","2,446,000","1,999,000"
EBITDA,"3,427,000",-,-,-,-
Reconciled Cost of Revenue,"16,173,000","16,939,000","17,443,000","14,767,000","12,536,000"
Reconciled Depreciation,"683,000","672,000","611,000","583,000","530,000"
Net Income from Continuing Operation Net Minority Interest,"2,108,000","2,260,000","2,141,000","999,000","1,394,000"
Total Unusual Items Excluding Goodwill,"-73,000","-43,000","-48,000","10,000","-144,000"
Total Unusual Items,"-73,000","-43,000","-48,000","10,000","-144,000"
Normalized EBITDA,"3,500,000","3,658,000","3,526,000","3,019,000","2,673,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-14,274","-8,600","-9,888","4,000","-35,424"
