Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Total Revenue,"3,948,900","3,756,500","3,423,700","3,168,000","2,993,800"
Cost of Revenue,"2,914,300","2,753,000","2,544,200","2,381,500","2,326,400"
Gross Profit,"1,034,600","1,003,500","879,500","786,500","667,400"
Operating Expense,"360,600","335,100","299,400","268,200","294,100"
Operating Income,"674,000","668,400","580,100","518,300","373,300"
Net Non Operating Interest Income Expense,"-105,900","-107,100","-108,800","-61,200","-5,900"
Pretax Income,"568,100","561,300","471,300","457,100","367,400"
Tax Provision,"140,800","133,600","121,200","170,200","144,500"
Earnings from Equity Interest Net of Tax,"50,600","59,500","83,600","53,300","71,700"
Net Income Common Stockholders,"478,500","467,800","414,100","324,800","223,000"
Diluted NI Available to Com Stockholders,"478,500","467,800","414,100","324,800","223,000"
Basic EPS,-,0.0032,0.0028,0.0022,0.0015
Diluted EPS,-,0.0032,0.0028,0.0022,0.0015
Basic Average Shares,-,"146,646","146,325","146,306","144,800"
Diluted Average Shares,-,"147,300","147,000","146,600","144,900"
Total Operating Income as Reported,"674,000","668,400","580,100","518,300",-
Total Expenses,"3,274,900","3,088,100","2,843,600","2,649,700","2,620,500"
Net Income from Continuing & Discontinued Operation,"477,900","478,600","416,800","326,900","285,300"
Normalized Income,"477,900","478,600","416,800","326,900","285,300"
Interest Income,-,-,-,-,200
Interest Expense,"105,900","107,100","108,800","61,200","6,100"
Net Interest Income,"-105,900","-107,100","-108,800","-61,200","-5,900"
EBIT,"674,000","668,400","580,100","518,300","373,500"
EBITDA,"856,400",-,-,-,-
Reconciled Cost of Revenue,"2,914,300","2,753,000","2,544,200","2,381,500","2,326,400"
Reconciled Depreciation,"182,400","162,400","143,300","109,100","95,900"
Net Income from Continuing Operation Net Minority Interest,"477,900","478,600","416,800","326,900","285,300"
Normalized EBITDA,"856,400","830,800","723,400","627,400","469,400"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
