Breakdown,ttm,3/31/2020,3/31/2019,3/31/2018,3/31/2017
Total Revenue,"3,088,970","3,088,970","2,668,394","1,792,892","1,779,748"
Cost of Revenue,"1,542,450","1,542,450","1,523,644","898,311","1,022,959"
Gross Profit,"1,546,520","1,546,520","1,144,750","894,581","756,789"
Operating Expense,"1,121,170","1,121,170","943,036","744,262","665,484"
Operating Income,"425,350","425,350","201,714","150,319","91,305"
Net Non Operating Interest Income Expense,"44,704","44,704","29,987","-1,005","-21,700"
Other Income Expense,"-11,615","-11,615","1,084","-12,689","7,360"
Pretax Income,"458,439","458,439","232,785","136,625","76,965"
Tax Provision,"53,980","53,980","-101,052","-36,908","9,662"
Net Income Common Stockholders,"404,459","404,459","333,837","173,374","66,028"
Average Dilution Earnings,-,-,0,4,29
Diluted NI Available to Com Stockholders,"404,459","404,459","333,837","173,378","66,057"
Basic EPS,-,0.0036,0.003,0.0016,0
Diluted EPS,-,0.0035,0.0029,0.0015,0
Basic Average Shares,-,"113,096","113,176","110,210","90,180"
Diluted Average Shares,-,"114,136","115,198","112,864","94,073"
Total Operating Income as Reported,"425,267","425,267","206,672","135,577","91,305"
Total Expenses,"2,663,620","2,663,620","2,466,680","1,642,573","1,688,443"
Net Income from Continuing & Discontinued Operation,"404,459","404,459","333,837","173,533","67,303"
Normalized Income,"412,401","412,401","330,586","186,512","61,756"
Interest Income,"47,341","47,341","38,019",-,-
Interest Expense,"2,637","2,637","8,032",-,-
Net Interest Income,"44,704","44,704","29,987","-1,005","-21,700"
EBIT,"461,076","461,076","240,817","150,319","91,305"
EBITDA,"697,619",-,-,-,-
Reconciled Cost of Revenue,"1,354,020","1,354,020","1,299,050","797,361","794,310"
Reconciled Depreciation,"236,543","236,543","264,826","144,919","259,356"
Net Income from Continuing Operation Net Minority Interest,"404,459","404,459","333,837","173,533","67,303"
Total Unusual Items Excluding Goodwill,"-9,005","-9,005","4,453","-17,780","6,340"
Total Unusual Items,"-9,005","-9,005","4,453","-17,780","6,340"
Normalized EBITDA,"706,624","706,624","501,190","313,018","344,321"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-1,063","-1,063","1,202","-4,801",792.5
