Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"7,067,579","7,136,397","6,992,118","7,830,436","6,794,342"
Cost of Revenue,"4,457,940","4,515,459","4,432,562","4,940,059","4,322,373"
Gross Profit,"2,609,639","2,620,938","2,559,556","2,890,377","2,471,969"
Operating Expense,"1,577,573","1,599,098","1,716,444","1,975,932","1,757,523"
Operating Income,"1,032,066","1,021,840","843,112","914,445","714,446"
Net Non Operating Interest Income Expense,"-116,459","-121,292","-122,091","-136,706","-129,642"
Other Income Expense,"2,584","-57,539","4,357","196,104","104,528"
Pretax Income,"918,191","843,009","725,378","973,843","689,332"
Tax Provision,"169,699","165,091","134,233","162,178","180,440"
Net Income Common Stockholders,"748,492","677,918","570,267","811,665","508,892"
Diluted NI Available to Com Stockholders,"748,492","677,918","570,267","811,665","508,892"
Basic EPS,-,0.0047,0.0038,0.0052,0.0033
Diluted EPS,-,0.0046,0.0038,0.0052,0.0033
Basic Average Shares,-,"145,198","149,874","155,685","155,231"
Diluted Average Shares,-,"146,992","152,133","157,744","156,636"
Total Operating Income as Reported,"1,032,066","974,894","843,112","914,445","714,446"
Total Expenses,"6,035,513","6,114,557","6,149,006","6,915,991","6,079,896"
Net Income from Continuing & Discontinued Operation,"748,492","677,918","570,267","811,665","508,892"
Normalized Income,"762,344","734,591","591,145","642,451","437,603"
Interest Income,"4,819","4,526","8,881","8,502","6,759"
Interest Expense,"121,278","125,818","130,972","145,208","136,401"
Net Interest Income,"-116,459","-121,292","-122,091","-136,706","-129,642"
EBIT,"1,039,469","968,827","856,350","1,119,051","825,733"
EBITDA,"1,312,770",-,-,-,-
Reconciled Cost of Revenue,"4,457,940","4,515,459","4,432,562","4,940,059","4,322,373"
Reconciled Depreciation,"273,301","272,287","282,580","394,240","360,739"
Net Income from Continuing Operation Net Minority Interest,"748,492","677,918","591,145","811,665","508,892"
Total Unusual Items Excluding Goodwill,"-16,992","-70,489",0,"203,138","96,598"
Total Unusual Items,"-16,992","-70,489",0,"203,138","96,598"
Normalized EBITDA,"1,329,762","1,311,603","1,138,930","1,310,153","1,089,874"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-3,140","-13,816",0,"33,924","25,309"
