Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"3,717,851","3,460,437","2,608,816","1,933,026","1,390,513"
Cost of Revenue,"833,759","796,645","622,658","499,772","398,682"
Gross Profit,"2,884,092","2,663,792","1,986,158","1,433,254","991,831"
Operating Expense,"2,776,921","2,621,669","2,028,584","1,534,668","1,144,639"
Operating Income,"107,171","42,123","-42,426","-101,414","-152,808"
Net Non Operating Interest Income Expense,"23,231","22,126","-18,109","-36,717","-25,246"
Other Income Expense,"-3,399","2,936","21,511","-10,873","-271,997"
Pretax Income,"127,003","67,185","-39,024","-149,004","-450,051"
Tax Provision,"-549,471","-559,513","-12,320",126,"1,753"
Net Income Common Stockholders,"676,474","626,698","-26,704","-149,130","-451,804"
Diluted NI Available to Com Stockholders,"676,474","626,698","-26,704","-149,130","-451,804"
Basic EPS,-,0.0034,0,0,-0.0028
Diluted EPS,-,0.0032,0,0,-0.0028
Basic Average Shares,-,"186,466","177,846","171,176","164,534"
Diluted Average Shares,-,"197,223","177,846","171,176","164,534"
Total Operating Income as Reported,"107,171","42,123","-42,426","-101,414","-422,808"
Total Expenses,"3,610,680","3,418,314","2,651,242","2,034,440","1,543,321"
Net Income from Continuing & Discontinued Operation,"676,474","626,698","-26,704","-149,130","-451,804"
Normalized Income,"680,684","627,132","-41,563","-138,013","-179,556"
Interest Income,"56,916","55,409","34,624","16,677","8,032"
Interest Expense,"32,059","31,677","50,071","50,623","31,493"
Net Interest Income,"23,231","22,126","-18,109","-36,717","-25,246"
EBIT,"159,062","98,862","11,047","-98,381","-418,558"
EBITDA,"431,965",-,-,-,-
Reconciled Cost of Revenue,"833,759","796,645","622,658","499,772","398,682"
Reconciled Depreciation,"272,903","252,114","149,604","113,875","83,082"
Net Income from Continuing Operation Net Minority Interest,"676,474","626,698","-26,704","-149,130","-451,804"
Total Unusual Items Excluding Goodwill,"-7,016",-594,"21,852","-11,117","-272,248"
Total Unusual Items,"-7,016",-594,"21,852","-11,117","-272,248"
Normalized EBITDA,"438,981","351,570","138,799","26,611","-63,228"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-2,806",-160.38,"6,993",0,0
