Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Revenue,"23,745,000","23,968,000","31,400,000","30,172,000","37,674,000"
Cost of Revenue,"16,017,000","16,275,000","22,020,000","20,833,000","30,360,000"
Gross Profit,"7,728,000","7,693,000","9,380,000","9,339,000","7,314,000"
Operating Expense,"6,226,000","6,244,000","6,010,000","6,158,000","5,325,000"
Operating Income,"1,502,000","1,449,000","3,370,000","3,181,000","1,989,000"
Net Non Operating Interest Income Expense,"-230,000","-302,000","-466,000","-514,000","-329,000"
Other Income Expense,"-276,000","-91,000","-3,000","-109,000","-74,000"
Pretax Income,"996,000","1,056,000","2,901,000","2,558,000","1,586,000"
Tax Provision,"-310,000","-233,000","518,000","705,000","2,238,000"
Net Income Common Stockholders,"5,176,000","5,674,000","2,162,000","1,611,000","-868,000"
Diluted NI Available to Com Stockholders,"5,176,000","5,674,000","2,162,000","1,611,000","-868,000"
Basic EPS,-,0.0073,0.0023,0.0017,-0.0013
Diluted EPS,-,0.0065,0.0023,0.0017,-0.0013
Basic Average Shares,-,"777,600","925,700","935,300","667,400"
Diluted Average Shares,-,"874,300","931,700","944,600","672,600"
Total Expenses,"22,243,000","22,519,000","28,030,000","26,991,000","35,685,000"
Net Income from Continuing & Discontinued Operation,"5,176,000","5,674,000","2,162,000","1,611,000","-868,000"
Normalized Income,"1,398,600","1,282,590","2,357,160","1,896,280","-505,000"
Interest Income,"66,000","61,000","29,000","19,000","14,000"
Interest Expense,"271,000","335,000","437,000","466,000","309,000"
Net Interest Income,"-230,000","-302,000","-466,000","-514,000","-329,000"
EBIT,"1,267,000","1,391,000","3,338,000","3,024,000","1,895,000"
EBITDA,"2,084,000",-,-,-,-
Reconciled Cost of Revenue,"16,017,000","16,275,000","22,020,000","20,833,000","30,360,000"
Reconciled Depreciation,"817,000","825,000","1,085,000","1,188,000","953,000"
Net Income from Continuing Operation Net Minority Interest,"1,125,000","1,076,000","2,162,000","1,645,000","-868,000"
Total Unusual Items Excluding Goodwill,"-456,000","-283,000","-238,000","-349,000","-605,000"
Total Unusual Items,"-456,000","-283,000","-238,000","-349,000","-605,000"
Normalized EBITDA,"2,540,000","2,499,000","4,661,000","4,561,000","3,453,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-182,400","-76,410","-42,840","-97,720","-242,000"
