Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"17,783,131","17,122,002","17,011,202","11,225,806","7,363,394"
Cost of Revenue,"5,726,819","5,595,799","5,155,059","4,603,009","4,603,770"
Gross Profit,"12,056,312","11,526,203","11,856,143","6,622,797","2,759,624"
Operating Expense,"7,301,680","7,432,909","7,214,338","5,118,059","3,570,473"
Operating Income,"4,754,632","4,093,294","4,641,805","1,504,738","-810,849"
Net Non Operating Interest Income Expense,"-174,913","-185,129","-245,052","-274,372","-281,681"
Other Income Expense,"-1,830,685","-362,898","-155,755","-569,184","-464,975"
Pretax Income,"2,749,034","3,545,267","4,240,998","661,182","-1,557,505"
Tax Provision,"639,737","810,357","821,958","-1,921,397","-460,819"
Net Income Common Stockholders,"2,109,297","2,734,910","3,419,040","2,582,579","-1,096,686"
Diluted NI Available to Com Stockholders,"2,109,297","2,734,910","3,419,040","2,582,579","-1,096,686"
Basic EPS,-,-,0.0059,0.0045,-0.002
Diluted EPS,-,-,0.0059,0.0045,-0.002
Basic Average Shares,-,-,"576,600","574,600","553,400"
Diluted Average Shares,-,-,"580,400","578,700","553,400"
Total Operating Income as Reported,"2,880,066","3,699,011","4,469,346","926,402","-1,225,281"
Total Expenses,"13,028,499","13,028,708","12,369,397","9,721,068","8,174,243"
Interest Expense,"174,913","185,129","245,052","274,372","281,681"
Net Interest Income,"-174,913","-185,129","-245,052","-274,372","-281,681"
Net Income from Continuing & Discontinued Operation,"2,109,297","2,734,910","3,419,040","2,582,579","-1,096,686"
Normalized Income,"3,547,626","3,039,060","3,558,732","2,929,581","-804,926"
EBIT,"2,923,947","3,730,396","4,486,050","935,554","-1,275,824"
EBITDA,"6,794,116",-,-,-,-
Reconciled Cost of Revenue,"5,726,819","5,595,799","5,155,059","4,603,009","4,603,770"
Reconciled Depreciation,"3,870,169","3,749,704","3,435,408","3,409,387","3,553,417"
Net Income from Continuing Operation Net Minority Interest,"2,109,297","2,734,910","3,419,040","2,582,579","-1,096,686"
Total Unusual Items Excluding Goodwill,"-1,874,566","-394,283","-172,459","-578,336","-414,432"
Total Unusual Items,"-1,874,566","-394,283","-172,459","-578,336","-414,432"
Normalized EBITDA,"8,668,682","7,874,383","8,093,917","4,923,277","2,692,025"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-436,237","-90,133","-32,767","-231,334","-122,672"
