Breakdown,ttm,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Revenue,"40,637,855","41,716,977","38,972,934","35,864,664","33,183,744"
Cost of Revenue,"29,137,615","29,845,780","27,831,177","25,502,167","23,565,754"
Gross Profit,"11,500,240","11,871,197","11,141,757","10,362,497","9,617,990"
Operating Expense,"7,236,286","7,454,988","6,923,564","6,375,071","5,768,467"
Operating Income,"4,263,954","4,416,209","4,218,193","3,987,426","3,849,523"
Net Non Operating Interest Income Expense,"-5,468","-10,026","-8,860","-31,588","-43,534"
Other Income Expense,-,-,"-36,122","-99,250","-82,946"
Pretax Income,"4,258,486","4,406,183","4,173,211","3,856,588","3,723,043"
Tax Provision,"442,327","1,133,990","1,113,413","1,248,640","1,424,809"
Net Income Common Stockholders,"3,128,941","3,272,193","3,059,798","2,607,948","2,298,234"
Diluted NI Available to Com Stockholders,"3,128,941","3,272,193","3,059,798","2,607,948","2,298,234"
Basic EPS,-,0.0027,0.0025,0.0021,0.0018
Diluted EPS,-,0.0027,0.0024,0.002,0.0017
Basic Average Shares,-,"1,208,163","1,217,183","1,256,018","1,292,638"
Diluted Average Shares,-,"1,226,519","1,259,252","1,292,210","1,328,864"
Total Expenses,"36,373,901","37,300,768","34,754,741","31,877,238","29,334,221"
Net Income from Continuing & Discontinued Operation,"1,684,526","3,272,193","3,059,798","2,607,948","2,298,234"
Normalized Income,"3,128,941","3,272,193","3,086,275","2,675,041","2,349,412"
Interest Income,"55,627","49,060","55,979","32,707","18,137"
Interest Expense,"61,095","59,086","64,839","64,295","61,671"
Net Interest Income,"-5,468","-10,026","-8,860","-31,588","-43,534"
EBIT,"4,319,581","4,465,269","4,238,050","3,920,883","3,784,714"
EBITDA,"5,185,398",-,-,-,-
Reconciled Cost of Revenue,"29,137,615","29,845,780","27,831,177","25,502,167","23,565,754"
Reconciled Depreciation,"865,817","867,303","819,655","725,957","658,796"
Net Income from Continuing Operation Net Minority Interest,"3,128,941","3,272,193","3,059,798","2,607,948","2,298,234"
Total Unusual Items Excluding Goodwill,0,0,"-36,122","-99,250","-82,946"
Total Unusual Items,0,0,"-36,122","-99,250","-82,946"
Normalized EBITDA,"5,185,398","5,332,572","5,093,827","4,746,090","4,526,456"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,"-9,645","-32,157","-31,768"
