Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"1,445,096","1,515,892","1,293,636","1,095,250","988,465"
Cost of Revenue,"156,766","166,273","155,885","150,164","146,860"
Gross Profit,"1,288,330","1,349,619","1,137,751","945,086","841,605"
Operating Expense,"779,070","834,579","661,177","554,358","465,363"
Operating Income,"509,260","515,040","476,574","390,728","376,242"
Net Non Operating Interest Income Expense,"13,355","9,335","11,419","6,962","3,988"
Other Income Expense,-117,"-1,792",-908,"-1,996",85
Pretax Income,"522,498","522,583","487,085","395,694","380,315"
Tax Provision,"83,892","71,288","67,710","136,443","114,679"
Net Income Common Stockholders,"438,606","451,295","419,375","259,251","265,636"
Diluted NI Available to Com Stockholders,"438,606","451,295","419,375","259,251","265,636"
Basic EPS,-,-,0.005,0.003,0.003
Diluted EPS,-,-,0.0049,0.003,0.003
Basic Average Shares,-,-,"83,973","84,988","87,227"
Diluted Average Shares,-,-,"85,913","86,854","88,969"
Total Operating Income as Reported,"509,260","515,040","476,574","390,728","376,242"
Total Expenses,"935,836","1,000,852","817,062","704,522","612,223"
Net Income from Continuing & Discontinued Operation,"438,606","451,295","419,375","259,251","265,636"
Normalized Income,"438,660","453,176","420,110","260,518","265,636"
Interest Income,"13,355","12,796","11,419","6,962","4,209"
Interest Expense,"7,021","3,461",-,-,221
Net Interest Income,"13,355","9,335","11,419","6,962","3,988"
EBIT,"509,260","526,044","476,574","390,728","380,536"
EBITDA,"577,302",-,-,-,-
Reconciled Cost of Revenue,"103,440","102,467","110,425","95,458","90,028"
Reconciled Depreciation,"68,042","78,975","59,255","67,678","69,587"
Net Income from Continuing Operation Net Minority Interest,"438,606","451,295","419,375","259,251","265,636"
Total Unusual Items Excluding Goodwill,-64,"-2,177",-854,"-1,935",-
Total Unusual Items,-64,"-2,177",-854,"-1,935",-
Normalized EBITDA,"577,366","607,196","536,683","460,341","450,123"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,-10.2758,-296.072,-118.706,-667.575,0
