Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"7,744,000","7,769,000","7,785,000","7,447,000","7,517,000"
Cost of Revenue,"3,323,000","3,417,000","3,527,000","3,079,000","3,242,000"
Gross Profit,"4,421,000","4,352,000","4,258,000","4,368,000","4,275,000"
Operating Expense,"1,545,000","1,512,000","1,406,000","1,300,000","1,227,000"
Operating Income,"2,876,000","2,840,000","2,852,000","3,068,000","3,048,000"
Net Non Operating Interest Income Expense,"-990,000","-978,000","-957,000","-899,000","-885,000"
Other Income Expense,"371,000","293,000","390,000","-257,000","387,000"
Pretax Income,"2,257,000","2,155,000","2,285,000","1,912,000","2,550,000"
Tax Provision,"423,000","409,000","458,000","784,000","648,000"
Net Income Common Stockholders,"1,832,000","1,745,000","1,825,000","1,126,000","1,896,000"
Average Dilution Earnings,-,-,-,-,0
Diluted NI Available to Com Stockholders,"1,832,000","1,745,000","1,825,000","1,126,000","1,896,000"
Basic EPS,-,0.0024,0.0026,0.0016,0.0028
Diluted EPS,-,0.0024,0.0026,0.0016,0.0028
Basic Average Shares,-,"728,512","704,439","685,240","677,592"
Diluted Average Shares,-,"736,754","708,619","687,334","680,446"
Total Operating Income as Reported,"2,876,000","2,840,000","2,852,000","3,068,000","3,048,000"
Total Expenses,"4,868,000","4,929,000","4,933,000","4,379,000","4,469,000"
Interest Income,"11,000","16,000","6,000","2,000","3,000"
Interest Expense,"1,001,000","994,000","963,000","901,000","888,000"
Net Interest Income,"-990,000","-978,000","-957,000","-899,000","-885,000"
Net Income from Continuing & Discontinued Operation,"1,834,000","1,746,000","1,827,000","1,128,000","1,902,000"
Normalized Income,"1,751,117","1,738,710","1,690,275","1,275,000","1,601,362"
EBIT,"3,258,000","3,149,000","3,248,000","2,813,000","3,438,000"
EBITDA,"4,561,000",-,-,-,-
Reconciled Cost of Revenue,"3,252,000","3,336,000","3,449,000","2,982,000","3,162,000"
Reconciled Depreciation,"1,303,000","1,280,000","1,172,000","1,105,000","1,006,000"
Net Income from Continuing Operation Net Minority Interest,"1,834,000","1,746,000","1,827,000","1,128,000","1,902,000"
Total Unusual Items Excluding Goodwill,"102,000","9,000","171,000","-245,000","403,000"
Total Unusual Items,"102,000","9,000","171,000","-245,000","403,000"
Normalized EBITDA,"4,459,000","4,420,000","4,249,000","4,163,000","4,041,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"19,117","1,710","34,275","-98,000","102,362"
