Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"11,584,000","11,459,000","10,709,000","9,897,000","9,099,000"
Credit Losses Provision,"-4,229,000","-3,231,000","-3,035,000","-2,579,000","-1,859,000"
Non Interest Expense,"4,418,000","4,297,000","3,994,000","3,692,000","3,477,000"
Special Income Charges,-,"-96,000","-83,000","-89,000","-107,000"
Other Non Operating Income Expenses,-,"-503,000","-469,000","-424,000","-435,000"
Pretax Income,"2,827,000","3,835,000","3,597,000","3,537,000","3,656,000"
Tax Provision,"657,000","878,000","855,000","1,438,000","1,263,000"
Net Income Common Stockholders,"2,125,000","2,908,000","2,689,000","2,031,000","2,339,000"
Diluted NI Available to Com Stockholders,"2,125,000","2,908,000","2,689,000","2,031,000","2,339,000"
Basic EPS,-,0.0091,0.0078,0.0054,0.0058
Basic Average Shares,-,"320,000","344,000","374,000","405,000"
Diluted Average Shares,-,"320,000","345,000","374,000","406,000"
INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,"5,327,000","6,232,000","5,719,000","5,421,000","5,359,000"
Net Income from Continuing & Discontinued Operation,"2,170,000","2,957,000","2,742,000","2,099,000","2,393,000"
Normalized Income,"2,170,000","3,031,016","2,805,246","2,152,400","2,463,085"
Reconciled Depreciation,"460,000","436,000","435,000","393,000","351,000"
Net Income from Continuing Operation Net Minority Interest,"2,170,000","2,957,000","2,742,000","2,099,000","2,393,000"
Total Unusual Items Excluding Goodwill,-,"-96,000","-83,000","-89,000","-107,000"
Total Unusual Items,-,"-96,000","-83,000","-89,000","-107,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"-21,984","-19,754","-35,600","-36,915"
