Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"67,716,000","64,888,000","56,912,000","53,767,000","54,379,000"
Total Expenses,"64,289,000","61,432,000","54,849,000","49,747,000","52,827,000"
Pretax Income,"3,427,000","3,456,000","2,063,000","4,020,000","1,552,000"
Tax Provision,"832,000","763,000","391,000","1,572,000","938,000"
Earnings from Equity Interest Net of Tax,"19,000","14,000","11,000",-,-
Net Income Common Stockholders,"2,614,000","2,707,000","1,683,000","2,448,000","614,000"
Diluted NI Available to Com Stockholders,"2,614,000","2,707,000","1,683,000","2,448,000","614,000"
Basic EPS,-,0.0202,0.0122,0.0169,0.0041
Diluted EPS,-,0.0201,0.0122,0.0168,0.0041
Basic Average Shares,-,"134,055","137,486","144,493","149,375"
Diluted Average Shares,-,"134,727","138,403","145,585","150,917"
Net Income from Continuing & Discontinued Operation,"2,614,000","2,707,000","1,683,000","2,448,000","614,000"
Normalized Income,"2,614,000","2,707,000","2,320,446","1,877,976","614,000"
EBIT,"3,667,000","3,698,000","2,281,000","4,262,000","1,741,000"
Reconciled Depreciation,"584,000","575,000","534,000","485,000","465,000"
Net Income from Continuing Operation Net Minority Interest,"2,614,000","2,707,000","1,683,000","2,448,000","614,000"
Total Unusual Items Excluding Goodwill,-,0,"-786,000","936,000",0
Total Unusual Items,-,0,"-786,000","936,000",0
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,"-148,554","365,976",0
Interest Expense,"240,000","242,000","218,000","242,000","189,000"
