Breakdown,ttm,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Revenue,"14,085,104","16,039,073","14,983,541","14,134,732","12,866,757"
Cost of Revenue,"10,724,510","11,536,187","10,726,277","10,042,638","9,173,705"
Gross Profit,"3,360,594","4,502,886","4,257,264","4,092,094","3,693,052"
Operating Expense,"2,213,759","2,356,704","2,216,550","2,043,698","1,890,408"
Operating Income,"1,146,835","2,146,182","2,040,714","2,048,396","1,802,644"
Net Non Operating Interest Income Expense,"5,805","18,106","10,162","-7,676","-16,488"
Pretax Income,"1,152,640","2,164,288","2,050,876","2,040,720","1,786,156"
Tax Provision,"218,696","503,360","463,419","677,967","668,502"
Net Income Common Stockholders,"933,944","1,660,928","1,587,457","1,362,753","1,117,654"
Diluted NI Available to Com Stockholders,"933,944","1,660,928","1,587,457","1,362,753","1,117,654"
Basic EPS,-,0.0046,0.0043,0.0036,0.0029
Diluted EPS,-,0.0046,0.0043,0.0035,0.0028
Basic Average Shares,-,"358,462","369,533","381,174","392,124"
Diluted Average Shares,-,"361,182","372,678","384,329","394,958"
Total Expenses,"12,938,269","13,892,891","12,942,827","12,086,336","11,064,113"
Net Income from Continuing & Discontinued Operation,"933,944","1,660,928","1,587,457","1,362,753","1,117,654"
Normalized Income,"933,944","1,660,928","1,587,457","1,362,753","1,117,654"
Interest Income,-,"27,846","26,569","11,171","3,081"
Interest Expense,-,"9,740","16,407","18,847","19,569"
Net Interest Income,"5,805","18,106","10,162","-7,676","-16,488"
EBIT,"1,166,215","2,174,028","2,067,283","2,059,567","1,805,725"
EBITDA,"1,524,948",-,-,-,-
Reconciled Cost of Revenue,"10,724,510","11,536,187","10,726,277","10,042,638","9,173,705"
Reconciled Depreciation,"358,733","350,892","330,357","313,163","302,515"
Net Income from Continuing Operation Net Minority Interest,"933,944","1,660,928","1,587,457","1,362,753","1,117,654"
Normalized EBITDA,"1,524,948","2,524,920","2,397,640","2,372,730","2,108,240"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
