Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Revenue,"2,899,629","2,901,848","3,115,546","2,759,735","3,349,949"
Cost of Revenue,"813,540","858,837","1,167,848","925,536","1,605,053"
Gross Profit,"2,086,089","2,043,011","1,947,698","1,834,199","1,744,896"
Operating Expense,"1,323,714","1,296,953","1,224,564","1,106,653","1,076,878"
Operating Income,"762,375","746,058","723,134","727,546","668,018"
Net Non Operating Interest Income Expense,"-98,373","-98,993","-106,646","-120,182","-115,948"
Other Income Expense,"15,854","3,244","-5,344","-3,270","-1,593"
Pretax Income,"679,856","650,309","611,144","604,094","550,477"
Tax Provision,"147,423","138,903","8,080","221,383","200,373"
Net Income Common Stockholders,"532,016","510,990","602,484","409,644","350,104"
Average Dilution Earnings,-,-,0,"13,698",-
Diluted NI Available to Com Stockholders,"532,016","510,990","602,484","423,342","350,104"
Basic EPS,-,0.0044,0.0054,0.0037,0.0034
Diluted EPS,-,0.0044,0.0054,0.0037,0.0034
Basic Average Shares,-,"117,200","111,012","106,100","103,524"
Diluted Average Shares,-,"117,461","111,012","106,100","103,524"
Total Operating Income as Reported,"762,375","746,058","723,134","727,546","668,018"
Total Expenses,"2,137,254","2,155,790","2,392,412","2,032,189","2,681,931"
Interest Income,-,"4,160",-,-,-
Interest Expense,"102,533","103,153","106,646","120,182","115,948"
Net Interest Income,"-98,373","-98,993","-106,646","-120,182","-115,948"
Net Income from Continuing & Discontinued Operation,"532,433","511,406","603,064","396,421","350,104"
Normalized Income,"532,433","507,439","603,064","382,711","350,104"
EBIT,"782,389","753,462","717,790","724,276","666,425"
EBITDA,"1,182,842",-,-,-,-
Reconciled Cost of Revenue,"813,540","858,837","1,167,848","925,351","1,605,053"
Reconciled Depreciation,"400,453","391,456","361,083","319,633","293,096"
Net Income from Continuing Operation Net Minority Interest,"532,433","511,406","603,064","382,711","350,104"
Total Unusual Items Excluding Goodwill,-,"5,045",-,-,-
Total Unusual Items,-,"5,045",-,-,-
Normalized EBITDA,"1,182,842","1,139,873","1,078,873","1,043,909","959,521"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"1,078",0,0,0
