Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"15,906,000","15,693,000","15,544,000","15,454,000","15,195,000"
Cost of Revenue,"6,403,000","6,368,000","6,313,000","6,174,000","6,072,000"
Gross Profit,"9,503,000","9,325,000","9,231,000","9,280,000","9,123,000"
Operating Expense,"5,813,000","5,708,000","5,459,000","5,533,000","5,271,000"
Operating Income,"3,690,000","3,617,000","3,772,000","3,747,000","3,852,000"
Net Non Operating Interest Income Expense,"-141,000","-145,000","-143,000","-102,000","-99,000"
Other Income Expense,"-167,000","-171,000","-165,000","-158,000","-15,000"
Pretax Income,"3,382,000","3,301,000","3,464,000","3,487,000","3,738,000"
Tax Provision,"707,000","774,000","906,000","1,313,000","1,152,000"
Net Income Common Stockholders,"2,522,000","2,367,000","2,400,000","2,024,000","2,441,000"
Diluted NI Available to Com Stockholders,"2,522,000","2,367,000","2,400,000","2,024,000","2,441,000"
Basic EPS,-,-,0.0028,0.0023,0.0027
Diluted EPS,-,-,0.0028,0.0023,0.0027
Basic Average Shares,-,-,"870,600","881,800","891,800"
Diluted Average Shares,-,-,"873,000","887,800","898,400"
Total Operating Income as Reported,"3,627,000","3,554,000","3,694,000","3,589,000","3,837,000"
Total Expenses,"12,216,000","12,076,000","11,772,000","11,707,000","11,343,000"
Net Income from Continuing & Discontinued Operation,"2,522,000","2,367,000","2,400,000","2,024,000","2,441,000"
Normalized Income,"2,522,000","2,422,152","2,464,944","2,129,287","2,458,300"
Interest Income,-,"47,000","50,000","51,000","50,000"
Interest Expense,-,"192,000","193,000","153,000","149,000"
Net Interest Income,"-141,000","-145,000","-143,000","-102,000","-99,000"
EBIT,"3,566,000","3,493,000","3,657,000","3,640,000","3,887,000"
EBITDA,"4,090,000",-,-,-,-
Reconciled Cost of Revenue,"6,403,000","5,911,000","5,861,000","5,734,000","5,662,000"
Reconciled Depreciation,"524,000","519,000","511,000","475,000","443,000"
Net Income from Continuing Operation Net Minority Interest,"2,522,000","2,367,000","2,400,000","2,024,000","2,441,000"
Total Unusual Items Excluding Goodwill,-,"-72,000","-88,000","-169,000","-25,000"
Total Unusual Items,-,"-72,000","-88,000","-169,000","-25,000"
Normalized EBITDA,"4,090,000","4,084,000","4,256,000","4,284,000","4,355,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"-16,848","-23,056","-63,713","-7,700"
