Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"6,775,000","6,707,000","8,359,000","7,644,000","7,357,000"
Cost of Revenue,"4,379,000","4,336,000","5,670,000","5,033,000","4,901,000"
Gross Profit,"2,396,000","2,371,000","2,689,000","2,611,000","2,456,000"
Operating Expense,"1,280,000","1,274,000","1,478,000","1,442,000","1,403,000"
Operating Income,"1,116,000","1,097,000","1,211,000","1,169,000","1,053,000"
Net Non Operating Interest Income Expense,"-155,000","-159,000","-156,000","-278,000","-229,000"
Other Income Expense,"-26,000","-24,000","-13,000","-6,000","6,000"
Pretax Income,"935,000","914,000","1,042,000","885,000","830,000"
Tax Provision,"228,000","230,000","258,000","305,000","296,000"
Net Income Common Stockholders,"1,340,000","929,000","727,000","528,000","485,000"
Diluted NI Available to Com Stockholders,"1,340,000","929,000","727,000","528,000","485,000"
Basic EPS,-,0.0034,0.0025,0.0017,0.0015
Diluted EPS,-,0.0032,0.0024,0.0017,0.0015
Basic Average Shares,-,"275,600","293,900","310,400","318,000"
Diluted Average Shares,-,"288,000","307,000","318,000","330,000"
Total Operating Income as Reported,"1,116,000","1,088,000","1,211,000","1,169,000","1,053,000"
Total Expenses,"5,659,000","5,610,000","7,148,000","6,475,000","6,304,000"
Net Income from Continuing & Discontinued Operation,"1,349,000","935,000","734,000","533,000","491,000"
Normalized Income,"668,025","642,000","735,500","538,280","485,880"
Interest Expense,"155,000","159,000","156,000","278,000","229,000"
Net Interest Income,"-155,000","-159,000","-156,000","-278,000","-229,000"
EBIT,"1,090,000","1,073,000","1,198,000","1,163,000","1,059,000"
EBITDA,"1,090,000",-,-,-,-
Reconciled Cost of Revenue,"4,379,000","4,336,000","5,670,000","5,033,000","4,901,000"
Reconciled Depreciation,-,"159,000","156,000","127,000","134,000"
Net Income from Continuing Operation Net Minority Interest,"665,000","639,000","734,000","533,000","491,000"
Total Unusual Items Excluding Goodwill,"-4,000","-4,000","-2,000","-8,000","8,000"
Total Unusual Items,"-4,000","-4,000","-2,000","-8,000","8,000"
Normalized EBITDA,"1,094,000","1,236,000","1,356,000","1,298,000","1,185,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,-975.4011,"-1,000",-500,"-2,720","2,880"
