Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"5,714,462","5,692,598","5,366,325","5,142,272","4,796,473"
Cost of Revenue,"1,072,253","1,071,041","937,348","854,091","779,116"
Gross Profit,"4,642,209","4,621,557","4,428,977","4,288,181","4,017,357"
Operating Expense,"4,061,108","4,020,888","3,654,192","3,327,710","3,106,344"
Operating Income,"581,101","600,669","774,785","960,471","911,013"
Net Non Operating Interest Income Expense,-,"23,758","26,224","10,921","10,773"
Other Income Expense,"27,248","30,085",-158,"-4,263","-3,352"
Pretax Income,"632,107","654,512","800,851","967,129","918,434"
Tax Provision,"121,713","125,058","170,792","100,151","281,950"
Net Income Common Stockholders,"510,394","529,454","630,059","866,978","636,484"
Diluted NI Available to Com Stockholders,"510,394","529,454","630,059","866,978","636,484"
Basic EPS,-,0.0017,0.0019,0.0026,0.0019
Diluted EPS,-,0.0017,0.0019,0.0026,0.0019
Basic Average Shares,-,"318,229","330,084","331,373","337,740"
Diluted Average Shares,-,"321,235","333,572","337,999","343,653"
Total Operating Income as Reported,"581,101","600,669","774,785","960,471","911,013"
Total Expenses,"5,133,361","5,091,929","4,591,540","4,181,801","3,885,460"
Net Income from Continuing & Discontinued Operation,"510,394","529,454","630,059","866,978","636,484"
Normalized Income,"510,394","505,461","630,059","866,978","636,484"
Interest Income,-,"38,227","34,211","18,933","15,252"
Interest Expense,-,"14,469","7,987","8,012","4,479"
Net Interest Income,-,"23,758","26,224","10,921","10,773"
EBIT,"649,413","668,981","808,838","975,141","922,913"
EBITDA,"1,343,354",-,-,-,-
Reconciled Cost of Revenue,"461,272","470,892","382,121","363,944","365,426"
Reconciled Depreciation,"693,941","687,966","642,591","580,723","504,236"
Net Income from Continuing Operation Net Minority Interest,"510,394","529,454","630,059","866,978","636,484"
Total Unusual Items Excluding Goodwill,-,"29,621",-,-,-
Total Unusual Items,-,"29,621",-,-,-
Normalized EBITDA,"1,343,354","1,327,326","1,451,429","1,555,864","1,427,149"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,"5,628",0,0,0
