Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"5,913,269","6,611,099","6,717,660","6,306,368","4,466,297"
Cost of Revenue,"3,798,131","4,067,053","4,086,275","3,963,393","2,774,022"
Gross Profit,"2,115,138","2,544,046","2,631,385","2,342,975","1,692,275"
Operating Expense,"1,694,679","1,645,455","1,372,028","1,257,834","1,115,791"
Operating Income,"420,459","898,591","1,259,357","1,085,141","576,484"
Net Non Operating Interest Income Expense,"-424,562","-389,581","-351,983","-357,471","-275,829"
Other Income Expense,"-43,548","-20,792","-601,634","-167,401","9,942"
Pretax Income,"-47,651","488,218","305,740","560,269","310,597"
Tax Provision,"250,955","176,840","-497,344","-328,985","8,128"
Net Income Common Stockholders,"-383,924","122,985","572,430","747,181","241,975"
Diluted NI Available to Com Stockholders,"-383,924","122,985","572,430","747,181","241,975"
Basic EPS,-,-,0.0055,0.0073,0.0024
Diluted EPS,-,-,0.0055,0.0073,0.0024
Basic Average Shares,-,-,"106,529","102,071","101,445"
Diluted Average Shares,-,-,"107,032","102,598","101,855"
Total Operating Income as Reported,"375,718","878,305","735,544","1,055,565","521,662"
Total Expenses,"5,492,810","5,712,508","5,458,303","5,221,227","3,889,813"
Net Income from Continuing & Discontinued Operation,"-383,924","122,985","572,430","747,181","241,975"
Normalized Income,"-328,882","145,922","958,037","798,776","294,950"
Interest Income,"25,115","24,449","29,866","31,193","13,536"
Interest Expense,"449,677","414,030","381,849","388,664","289,365"
Net Interest Income,"-424,562","-389,581","-351,983","-357,471","-275,829"
EBIT,"402,026","902,248","687,589","948,933","599,962"
EBITDA,"1,069,093",-,-,-,-
Reconciled Cost of Revenue,"3,798,131","4,067,053","4,086,275","3,963,393","2,774,022"
Reconciled Depreciation,"667,067","624,878","550,596","552,368","404,730"
Net Income from Continuing Operation Net Minority Interest,"-383,924","122,985","572,430","747,181","241,975"
Total Unusual Items Excluding Goodwill,"-75,400","-35,951","-528,229","-85,992","-54,389"
Total Unusual Items,"-75,400","-35,951","-528,229","-85,992","-54,389"
Normalized EBITDA,"1,144,493","1,563,077","1,766,414","1,587,293","1,059,081"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-20,358","-13,014","-142,622","-34,397","-1,414"
