Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"30,207,000","29,805,000","29,625,000","28,748,000","26,685,000"
Cost of Revenue,"10,450,000","10,513,000","10,758,000","10,432,000","9,391,000"
Gross Profit,"19,757,000","19,292,000","18,867,000","18,316,000","17,294,000"
Operating Expense,"8,578,000","8,850,000","7,531,000","6,813,000","6,479,000"
Operating Income,"11,179,000","10,442,000","11,336,000","11,503,000","10,815,000"
Net Non Operating Interest Income Expense,"-547,000","-570,000","-665,000","-914,000","-891,000"
Other Income Expense,-,-,"-41,000",-,-
Pretax Income,"10,632,000","9,872,000","10,671,000","10,589,000","9,924,000"
Tax Provision,"2,465,000","2,293,000","2,445,000","4,307,000","2,768,000"
Earnings from Equity Interest Net of Tax,"84,000","149,000","60,000","59,000","94,000"
Net Income Common Stockholders,"7,639,000","7,168,000","7,895,000","6,021,000","6,948,000"
Diluted NI Available to Com Stockholders,"7,639,000","7,168,000","7,895,000","6,021,000","6,948,000"
Basic EPS,-,0.0046,0.0051,0.0039,0.0045
Diluted EPS,-,0.0046,0.0051,0.0039,0.0045
Basic Average Shares,-,"1,555,000","1,555,000","1,552,000","1,551,000"
Diluted Average Shares,-,"1,556,000","1,555,000","1,553,000","1,551,000"
Total Operating Income as Reported,"11,270,000","10,531,000","11,377,000","11,503,000","10,815,000"
Total Expenses,"19,028,000","19,363,000","18,289,000","17,245,000","15,870,000"
Net Income from Continuing & Discontinued Operation,"7,657,000","7,185,000","7,911,000","6,035,000","6,967,000"
Normalized Income,"7,657,000","7,185,000","7,911,000","6,035,000","6,967,000"
Interest Income,-,"226,000","190,000","182,000","178,000"
Interest Expense,"773,000","796,000","855,000","1,096,000","1,069,000"
Net Interest Income,"-547,000","-570,000","-665,000","-914,000","-891,000"
EBIT,"11,405,000","10,668,000","11,526,000","11,685,000","10,993,000"
EBITDA,"12,370,000",-,-,-,-
Reconciled Cost of Revenue,"9,550,000","9,615,000","9,851,000","9,645,000","8,722,000"
Reconciled Depreciation,"965,000","964,000","989,000","875,000","743,000"
Net Income from Continuing Operation Net Minority Interest,"7,657,000","7,185,000","7,911,000","6,035,000","6,967,000"
Total Unusual Items Excluding Goodwill,-,-,0,0,0
Total Unusual Items,-,-,0,0,0
Normalized EBITDA,"12,370,000","11,632,000","12,515,000","12,560,000","11,736,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
