Breakdown,ttm,3/31/2020,3/31/2019,3/31/2018,3/31/2017
Total Revenue,"5,274,200","5,274,200","5,349,500","3,980,800","3,407,807"
Cost of Revenue,"2,032,100","2,032,100","2,418,200","1,560,100","1,650,611"
Gross Profit,"3,242,100","3,242,100","2,931,300","2,420,700","1,757,196"
Operating Expense,"2,548,300","2,548,300","2,183,300","1,466,900","1,382,771"
Operating Income,"693,800","693,800","748,000","953,800","374,425"
Net Non Operating Interest Income Expense,"-494,500","-494,500","-494,800","-177,000","-143,267"
Other Income Expense,"-48,900","-48,900","-48,700","-39,500","-141,371"
Pretax Income,"150,400","150,400","204,500","737,300","89,787"
Tax Provision,"-420,200","-420,200","-151,400","481,900","-80,805"
Net Income Common Stockholders,"570,600","570,600","355,900","255,400","164,639"
Diluted NI Available to Com Stockholders,"570,600","570,600","355,900","255,400","164,639"
Basic EPS,-,0.0024,0.0015,0.0011,0
Diluted EPS,-,0.0022,0.0014,0.001,0
Basic Average Shares,-,"238,900","236,200","232,900","217,196"
Diluted Average Shares,-,"256,200","249,900","248,900","234,806"
Total Operating Income as Reported,"647,100","647,100","714,300","936,300","275,817"
Total Expenses,"4,580,400","4,580,400","4,601,500","3,027,000","3,033,382"
Net Income from Continuing & Discontinued Operation,"570,600","570,600","355,900","255,400","164,639"
Normalized Income,"608,633","608,633","389,699","279,855","256,084"
Interest Income,"2,800","2,800","8,100","22,000","3,079"
Interest Expense,"497,300","497,300","502,900","199,000","146,346"
Net Interest Income,"-494,500","-494,500","-494,800","-177,000","-143,267"
EBIT,"647,700","647,700","707,400","936,300","236,133"
EBITDA,"1,863,300",-,-,-,-
Reconciled Cost of Revenue,"1,810,400","1,810,400","2,215,900","1,429,700","1,519,070"
Reconciled Depreciation,"1,215,600","1,215,600","876,400","615,900","469,208"
Net Income from Continuing Operation Net Minority Interest,"570,600","570,600","355,900","255,400","170,592"
Total Unusual Items Excluding Goodwill,"-52,100","-52,100","-46,300","-33,500","-142,487"
Total Unusual Items,"-52,100","-52,100","-46,300","-33,500","-142,487"
Normalized EBITDA,"1,915,400","1,915,400","1,630,100","1,585,700","847,828"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-14,067","-14,067","-12,501","-9,045","-56,995"
