Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Total Revenue,"41,274,000","39,117,000","36,397,000","34,350,000","32,376,000"
Cost of Revenue,"22,753,000","21,643,000","20,441,000","19,038,000","17,405,000"
Gross Profit,"18,521,000","17,474,000","15,956,000","15,312,000","14,971,000"
Operating Expense,"13,341,000","12,702,000","11,511,000","10,563,000","10,469,000"
Operating Income,"5,180,000","4,772,000","4,445,000","4,749,000","4,502,000"
Net Non Operating Interest Income Expense,"-51,000","-49,000","-54,000","-59,000","-19,000"
Other Income Expense,"-195,000","78,000","-66,000","196,000","140,000"
Pretax Income,"4,934,000","4,801,000","4,325,000","4,886,000","4,623,000"
Tax Provision,"616,000","772,000","2,392,000","646,000","863,000"
Net Income Common Stockholders,"4,318,000","4,029,000","1,933,000","4,240,000","3,760,000"
Diluted NI Available to Com Stockholders,"4,318,000","4,029,000","1,933,000","4,240,000","3,760,000"
Basic EPS,-,0.0025,0.0012,0.0026,0.0022
Diluted EPS,-,0.0025,0.0012,0.0025,0.0022
Basic Average Shares,-,"1,579,700","1,623,800","1,657,800","1,697,900"
Diluted Average Shares,-,"1,618,400","1,659,100","1,692,000","1,742,500"
Total Expenses,"36,094,000","34,345,000","31,952,000","29,601,000","27,874,000"
Net Income from Continuing & Discontinued Operation,"4,304,000","4,029,000","1,933,000","4,240,000","3,760,000"
Normalized Income,"4,318,000","4,029,000","1,933,000","4,240,000","3,760,000"
Net Interest Income,"-51,000","-49,000","-54,000","-59,000","-19,000"
EBIT,"5,180,000","4,772,000","4,445,000","4,749,000","4,502,000"
EBITDA,"6,260,000",-,-,-,-
Reconciled Cost of Revenue,"22,753,000","21,643,000","20,441,000","19,038,000","17,405,000"
Reconciled Depreciation,"1,080,000","720,000","774,000","716,000","662,000"
Net Income from Continuing Operation Net Minority Interest,"4,318,000","4,029,000","1,933,000","4,240,000","3,760,000"
Normalized EBITDA,"5,695,000","5,492,000","5,219,000","5,465,000","5,164,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
