Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"22,716,000","22,449,000","22,127,000","26,107,000","30,390,000"
Cost of Revenue,"4,687,000","4,675,000","4,853,000","4,371,000","4,261,000"
Gross Profit,"18,029,000","17,774,000","17,274,000","21,736,000","26,129,000"
Operating Expense,"13,577,000","13,487,000","9,074,000","7,612,000","8,496,000"
Operating Income,"4,452,000","4,287,000","8,200,000","14,124,000","17,633,000"
Net Non Operating Interest Income Expense,"-982,000","-995,000","-1,077,000","-1,118,000","-964,000"
Other Income Expense,"1,343,000","1,868,000","676,000","523,000","428,000"
Pretax Income,"4,813,000","5,160,000","7,799,000","13,529,000","17,097,000"
Tax Provision,"-121,000","-204,000","2,339,000","8,885,000","3,609,000"
Net Income Common Stockholders,"4,962,000","5,386,000","5,455,000","4,628,000","13,501,000"
Diluted NI Available to Com Stockholders,"4,962,000","5,386,000","5,455,000","4,628,000","13,501,000"
Basic EPS,-,-,0.0042,0.0035,0.0101
Diluted EPS,-,-,0.0042,0.0035,0.0099
Basic Average Shares,-,-,"1,298,000","1,307,000","1,339,000"
Diluted Average Shares,-,-,"1,308,000","1,319,000","1,358,000"
Total Operating Income as Reported,"4,452,000","4,287,000","8,200,000","14,124,000","17,633,000"
Total Expenses,"18,264,000","18,162,000","13,927,000","11,983,000","12,757,000"
Net Income from Continuing & Discontinued Operation,"4,962,000","5,386,000","5,455,000","4,628,000","13,501,000"
Normalized Income,"4,962,000","5,386,000","5,455,000","4,628,000","13,501,000"
Interest Expense,"982,000","995,000","1,077,000","1,118,000","964,000"
Net Interest Income,"-982,000","-995,000","-1,077,000","-1,118,000","-964,000"
EBIT,"5,795,000","6,155,000","8,876,000","14,647,000","18,061,000"
EBITDA,"7,189,000",-,-,-,-
Reconciled Cost of Revenue,"4,687,000","4,675,000","4,853,000","4,371,000","4,261,000"
Reconciled Depreciation,"1,394,000","1,404,000","1,429,000","1,286,000","1,158,000"
Net Income from Continuing Operation Net Minority Interest,"4,962,000","5,386,000","5,455,000","4,628,000","13,501,000"
Normalized EBITDA,"7,189,000","7,559,000","10,305,000","15,933,000","19,219,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
