Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"3,655,913","3,618,774","3,432,867","2,787,979","2,472,628"
Cost of Revenue,"2,235,546","2,216,275","2,130,188","1,921,988","1,704,937"
Gross Profit,"1,420,367","1,402,499","1,302,679","865,991","767,691"
Operating Expense,"778,630","773,092","730,990","344,759","313,649"
Operating Income,"641,737","629,407","571,689","521,232","454,042"
Net Non Operating Interest Income Expense,"-150,947","-146,770","-143,011","-121,079","-109,384"
Pretax Income,"490,790","482,637","428,678","400,153","344,658"
Tax Provision,"61,129","81,928","66,706","122,248","129,980"
Net Income Common Stockholders,"429,661","400,709","361,972","277,905","214,678"
Diluted NI Available to Com Stockholders,"429,661","400,709","361,972","277,905","214,678"
Basic EPS,-,0.0103,0.0088,0.0065,0.0045
Diluted EPS,-,0.0096,0.0084,0.0058,0.0043
Basic Average Shares,-,"38,934","40,978","42,898","48,100"
Diluted Average Shares,-,"41,923","43,350","47,678","49,924"
Total Operating Income as Reported,"641,737","629,407","571,689","521,232","454,042"
Total Expenses,"3,014,176","2,989,367","2,861,178","2,266,747","2,018,586"
Net Income from Continuing & Discontinued Operation,"429,661","400,709","361,972","277,905","214,678"
Normalized Income,"429,661","400,709","361,972","277,905","214,678"
Interest Income,"4,287","4,048","3,334","1,462",685
Interest Expense,"155,234","150,818","146,345","122,541","110,069"
Net Interest Income,"-150,947","-146,770","-143,011","-121,079","-109,384"
EBIT,"646,024","633,455","575,023","522,694","454,727"
EBITDA,"706,196",-,-,-,-
Reconciled Cost of Revenue,"2,235,546","2,216,275","2,130,188","1,921,988","1,704,937"
Reconciled Depreciation,"60,172","59,930","53,665","44,369","38,140"
Net Income from Continuing Operation Net Minority Interest,"429,661","400,709","361,972","277,905","214,678"
Normalized EBITDA,"706,196","693,385","628,688","567,063","492,867"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
