Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"4,105,693","4,109,111","4,043,695","3,358,112","2,991,517"
Cost of Revenue,"2,929,845","2,938,895","2,899,452","2,482,732","2,246,890"
Gross Profit,"1,175,848","1,170,216","1,144,243","875,380","744,627"
Operating Expense,"352,398","351,510","327,192","299,494","260,792"
Operating Income,"823,450","818,706","817,051","575,886","483,835"
Net Non Operating Interest Income Expense,"6,173","6,386","2,924","-1,414","-4,274"
Other Income Expense,"-5,360","-1,143","-4,462","1,360","-1,974"
Pretax Income,"824,263","823,949","815,513","575,832","477,587"
Tax Provision,"208,891","208,431","209,845","112,058","181,822"
Net Income Common Stockholders,"615,372","615,518","605,668","463,774","295,765"
Diluted NI Available to Com Stockholders,"615,372","615,518","605,668","463,774","295,765"
Basic EPS,-,0.0051,0.0049,0.0038,0.0024
Diluted EPS,-,0.0051,0.0049,0.0038,0.0024
Basic Average Shares,-,"120,414","122,886","123,462","124,668"
Diluted Average Shares,-,"120,609","123,030","123,611","124,731"
Total Operating Income as Reported,"823,450","818,706","817,051","575,886","483,835"
Rent Expense Supplemental,-,-,"6,446","7,984","7,920"
Total Expenses,"3,282,243","3,290,405","3,226,644","2,782,226","2,507,682"
Interest Income,"6,528","6,763","3,113",740,58
Interest Expense,355,377,189,"2,154","4,332"
Net Interest Income,"6,173","6,386","2,924","-1,414","-4,274"
Net Income from Continuing & Discontinued Operation,"615,372","615,518","605,668","463,774","295,765"
Normalized Income,"615,372","615,518","605,668","463,774","295,765"
EBIT,"824,618","824,326","815,702","577,986","481,919"
EBITDA,"1,080,661",-,-,-,-
Reconciled Cost of Revenue,"2,929,845","2,938,895","2,899,452","2,482,732","2,246,890"
Reconciled Depreciation,"256,043","253,681","230,357","205,763","189,867"
Net Income from Continuing Operation Net Minority Interest,"615,372","615,518","605,668","463,774","295,765"
Normalized EBITDA,"1,080,661","1,078,007","1,046,059","783,749","671,786"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
