Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"1,657,937","1,641,017","1,571,346","1,528,987","1,125,348"
Cost of Revenue,"616,640","612,845","594,588","576,731","393,641"
Gross Profit,"1,041,297","1,028,172","976,758","952,256","731,707"
Operating Expense,"603,302","597,975","572,178","577,490","415,806"
Operating Income,"437,995","430,197","404,580","374,766","315,901"
Net Non Operating Interest Income Expense,"-177,629","-179,847","-173,594","-154,751","-129,223"
Other Income Expense,"80,304","118,310",815,"121,770","39,182"
Pretax Income,"340,670","368,660","231,801","341,785","225,860"
Tax Provision,"3,722","3,696","2,611","2,619","1,699"
Earnings from Equity Interest Net of Tax,"1,664","1,654","1,832","1,370",241
Net Income Common Stockholders,"322,629","349,604","218,920","324,156","211,343"
Average Dilution Earnings,482,519,291,535,572
Diluted NI Available to Com Stockholders,"323,111","350,123","219,211","324,691","211,915"
Basic EPS,-,-,0.0019,0.0029,0.0027
Diluted EPS,-,-,0.0019,0.0029,0.0027
Basic Average Shares,-,-,"113,638","113,407","78,502"
Diluted Average Shares,-,-,"113,836","113,687","78,800"
Total Operating Income as Reported,-,-,-,"354,776","272,150"
Total Expenses,"1,219,942","1,210,820","1,166,766","1,154,221","809,447"
Net Income from Continuing & Discontinued Operation,"326,799","353,811","222,899","328,379","212,222"
Normalized Income,"244,033","261,709","227,466","221,785","173,335"
Interest Income,-,-,-,-,724
Interest Expense,"177,629","179,847","173,594","154,751","129,947"
Net Interest Income,"-177,629","-179,847","-173,594","-154,751","-129,223"
EBIT,"518,299","548,507","405,395","496,536","355,807"
EBITDA,"1,019,664",-,-,-,-
Reconciled Cost of Revenue,"615,717","611,898","593,352","575,899","393,316"
Reconciled Depreciation,"501,365","497,790","490,995","494,540","323,283"
Net Income from Continuing Operation Net Minority Interest,"326,799","353,811","222,899","328,379","212,222"
Total Unusual Items Excluding Goodwill,"83,680","93,035","-4,619","107,417","39,182"
Total Unusual Items,"83,680","93,035","-4,619","107,417","39,182"
Normalized EBITDA,"935,984","953,262","901,009","883,659","639,908"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,914.2483,932.7222,-52.0283,823.1055,294.7411
