Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"3,610,000","3,610,000","3,440,000","3,357,000","3,302,000"
Cost of Revenue,"1,544,000","1,544,000","1,479,000","1,378,000","1,504,000"
Gross Profit,"2,066,000","2,066,000","1,961,000","1,979,000","1,798,000"
Operating Expense,"862,000","862,000","822,000","751,000","728,000"
Operating Income,"1,204,000","1,204,000","1,139,000","1,228,000","1,070,000"
Net Non Operating Interest Income Expense,"-382,000","-382,000","-350,000","-342,000","-325,000"
Other Income Expense,"11,000","11,000","-2,000","26,000","25,000"
Pretax Income,"833,000","833,000","787,000","912,000","770,000"
Tax Provision,"212,000","212,000","222,000","486,000","302,000"
Net Income Common Stockholders,"621,000","621,000","567,000","426,000","468,000"
Diluted NI Available to Com Stockholders,"621,000","621,000","567,000","426,000","468,000"
Basic EPS,-,-,0.0032,0.0024,0.0026
Diluted EPS,-,-,0.0032,0.0024,0.0026
Basic Average Shares,-,-,"180,000","178,000","178,000"
Diluted Average Shares,-,-,"180,000","179,000","179,000"
Total Operating Income as Reported,"1,170,000","1,170,000","1,102,000","1,244,000","1,080,000"
Total Expenses,"2,406,000","2,406,000","2,301,000","2,129,000","2,232,000"
Net Interest Income,"-382,000","-382,000","-350,000","-342,000","-325,000"
Net Income from Continuing & Discontinued Operation,"621,000","621,000","567,000","426,000","468,000"
Normalized Income,"649,348","649,348","596,438","420,600","461,920"
EBIT,"1,204,000","1,204,000","1,139,000","1,228,000","1,070,000"
EBITDA,"1,786,000",-,-,-,-
Reconciled Cost of Revenue,"1,544,000","1,544,000","1,479,000","1,378,000","1,504,000"
Reconciled Depreciation,"582,000","582,000","545,000","492,000","470,000"
Net Income from Continuing Operation Net Minority Interest,"621,000","621,000","567,000","426,000","468,000"
Total Unusual Items Excluding Goodwill,"-38,000","-38,000","-41,000","9,000","10,000"
Total Unusual Items,"-38,000","-38,000","-41,000","9,000","10,000"
Normalized EBITDA,"1,824,000","1,824,000","1,725,000","1,711,000","1,530,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-9,652","-9,652","-11,562","3,600","3,920"
