Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"20,874,000","21,390,000","21,609,000","20,404,000","19,747,000"
Cost of Revenue,"14,067,000","14,338,000","14,511,000","13,756,000","13,400,000"
Gross Profit,"6,807,000","7,052,000","7,098,000","6,648,000","6,347,000"
Operating Expense,"4,134,000","4,189,000","4,132,000","4,149,000","4,094,000"
Operating Income,"2,673,000","2,863,000","2,966,000","2,499,000","2,253,000"
Net Non Operating Interest Income Expense,"-210,000","-236,000","-271,000","-246,000","-233,000"
Other Income Expense,"146,000","-36,000","-271,000","1,115,000","107,000"
Pretax Income,"2,609,000","2,591,000","2,424,000","3,368,000","2,127,000"
Tax Provision,"480,000","378,000","278,000","382,000","202,000"
Net Income Common Stockholders,"2,127,000","2,211,000","2,145,000","2,985,000","1,922,000"
Diluted NI Available to Com Stockholders,"2,127,000","2,211,000","2,145,000","2,985,000","1,922,000"
Basic EPS,-,-,0.0049,0.0067,0.0042
Diluted EPS,-,-,0.0049,0.0067,0.0042
Basic Average Shares,-,-,"434,300","444,500","455,000"
Diluted Average Shares,-,-,"436,900","447,000","456,500"
Total Expenses,"18,201,000","18,527,000","18,643,000","17,905,000","17,494,000"
Net Income from Continuing & Discontinued Operation,"2,127,000","2,211,000","2,145,000","2,985,000","1,922,000"
Normalized Income,"1,946,659","2,211,000","2,388,375","2,029,701","1,922,000"
Interest Expense,"210,000","236,000","271,000","246,000","233,000"
Net Interest Income,"-210,000","-236,000","-271,000","-246,000","-233,000"
EBIT,"2,819,000","2,827,000","2,695,000","3,614,000","2,360,000"
EBITDA,"3,681,000",-,-,-,-
Reconciled Cost of Revenue,"14,067,000","14,338,000","14,511,000","13,756,000","13,400,000"
Reconciled Depreciation,"862,000","884,000","903,000","914,000","929,000"
Net Income from Continuing Operation Net Minority Interest,"2,127,000","2,211,000","2,145,000","2,985,000","1,922,000"
Total Unusual Items Excluding Goodwill,"221,000",0,"-275,000","1,077,000",0
Total Unusual Items,"221,000",0,"-275,000","1,077,000",0
Normalized EBITDA,"3,460,000","3,711,000","3,873,000","3,451,000","3,289,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"40,659",0,"-31,625","121,701",0
