Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"15,363,306","15,309,508","16,631,172","14,869,380","13,144,413"
Cost of Revenue,"14,176,493","14,021,726","15,269,479","13,680,857","11,931,821"
Gross Profit,"1,186,813","1,287,782","1,361,693","1,188,523","1,212,592"
Operating Expense,"511,947","497,806","449,610","413,404","375,061"
Operating Income,"674,866","789,976","912,083","775,119","837,531"
Net Non Operating Interest Income Expense,"-45,807","-47,719","-31,810","-46,656","-25,581"
Pretax Income,"629,059","742,257","880,273","728,463","811,950"
Tax Provision,"135,733","165,289","215,768","223,570","298,566"
Net Income Common Stockholders,"493,326","576,968","664,505","504,893","513,384"
Diluted NI Available to Com Stockholders,"493,326","576,968","664,505","504,893","513,384"
Basic EPS,-,0.0042,0.0048,0.0036,0.0036
Diluted EPS,-,0.0042,0.0047,0.0036,0.0036
Basic Average Shares,-,"136,955","139,010","140,610","142,706"
Diluted Average Shares,-,"137,735","140,405","141,382","142,991"
Total Operating Income as Reported,"674,866","789,976","912,083","775,119","837,531"
Total Expenses,"14,688,440","14,519,532","15,719,089","14,094,261","12,306,882"
Net Income from Continuing & Discontinued Operation,"493,326","576,968","664,505","504,893","513,384"
Normalized Income,"493,326","576,968","664,505","504,893","513,384"
Interest Expense,"45,807","47,719","31,810","46,656","25,581"
Net Interest Income,"-45,807","-47,719","-31,810","-46,656","-25,581"
EBIT,"674,866","789,976","912,083","775,119","837,531"
EBITDA,"775,148",-,-,-,-
Reconciled Cost of Revenue,"14,176,493","14,021,726","15,269,479","13,680,857","11,931,821"
Reconciled Depreciation,"100,282","100,449","96,729","92,977","74,669"
Net Income from Continuing Operation Net Minority Interest,"493,326","576,968","664,505","504,893","513,384"
Normalized EBITDA,"775,148","890,425","1,008,812","868,096","912,200"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,0,0,0,0,0
