Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Revenue,"18,465,900","17,592,900","16,068,000","14,091,000","12,157,400"
Cost of Revenue,"14,248,100","13,720,900","12,398,100","11,042,800","9,502,600"
Gross Profit,"4,217,800","3,872,000","3,669,900","3,048,200","2,654,800"
Operating Expense,"1,908,100","1,832,500","1,676,800","1,471,600","1,320,300"
Operating Income,"2,309,700","2,039,500","1,993,100","1,576,600","1,334,500"
Net Non Operating Interest Income Expense,-,-,-,"14,500","13,500"
Other Income Expense,"121,600","85,800","66,900","11,000","5,500"
Pretax Income,"2,431,300","2,125,300","2,060,000","1,602,100","1,353,500"
Tax Provision,"537,400","506,700","597,700","563,700","467,200"
Net Income Common Stockholders,"1,894,100","1,618,500","1,460,300","1,038,400","886,300"
Diluted NI Available to Com Stockholders,"1,894,100","1,618,500","1,460,300","1,038,400","886,300"
Basic EPS,-,0.0043,0.0039,0.0028,0.0024
Diluted EPS,-,0.0043,0.0038,0.0027,0.0024
Basic Average Shares,-,"372,600","376,600","374,300","371,000"
Diluted Average Shares,-,"377,400","383,400","378,900","375,100"
Total Expenses,"16,156,200","15,553,400","14,074,900","12,514,400","10,822,900"
Net Income from Continuing & Discontinued Operation,"1,894,100","1,618,500","1,460,300","1,038,400","886,300"
Normalized Income,"1,830,147","1,577,428","1,446,952","1,038,400","891,016"
Interest Income,-,-,-,"14,500","13,500"
Net Interest Income,-,-,-,"14,500","13,500"
EBIT,"2,309,700","2,039,500","1,993,100","1,576,600","1,334,500"
EBITDA,"2,386,400",-,-,-,-
Reconciled Cost of Revenue,"14,248,100","13,720,900","12,398,100","11,042,800","9,502,600"
Reconciled Depreciation,"76,700","72,000","62,400","54,700","61,000"
Net Income from Continuing Operation Net Minority Interest,"1,894,100","1,618,500","1,460,300","1,038,400","886,300"
Total Unusual Items Excluding Goodwill,"82,100","53,900","18,800",0,"-7,200"
Total Unusual Items,"82,100","53,900","18,800",0,"-7,200"
Normalized EBITDA,"2,304,300","2,057,600","2,036,700","1,631,300","1,402,700"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"18,147","12,828","5,452",0,"-2,484"
