Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"2,883,673","2,883,673","2,777,996","2,256,982","2,115,517"
Cost of Revenue,"1,487,618","1,487,618","1,437,057","1,183,951","1,102,164"
Gross Profit,"1,396,055","1,396,055","1,340,939","1,073,031","1,013,353"
Operating Expense,"1,004,654","1,004,654","1,005,911","755,571","725,163"
Operating Income,"391,401","391,401","335,028","317,460","288,190"
Net Non Operating Interest Income Expense,"-59,965","-62,132","-65,835","-41,369","-40,826"
Other Income Expense,"-85,941","-92,127","-11,510","20,627","-3,296"
Pretax Income,"237,142","237,142","257,683","296,718","244,068"
Tax Provision,"9,389","9,389","20,208","139,828","28,362"
Net Income Common Stockholders,"227,558","227,558","237,927","292,633","234,299"
Diluted NI Available to Com Stockholders,"227,558","227,558","237,927","292,633","234,299"
Basic EPS,-,-,0.0022,0.0027,0.0021
Diluted EPS,-,-,0.0021,0.0026,0.0021
Basic Average Shares,-,-,"110,597","110,361","109,617"
Diluted Average Shares,-,-,"111,534","110,859","110,313"
Total Operating Income as Reported,"361,973","361,973","323,884","304,803","283,066"
Total Expenses,"2,492,272","2,492,272","2,442,968","1,939,522","1,827,327"
Net Income from Continuing & Discontinued Operation,"225,811","227,558","237,927","292,633","234,299"
Normalized Income,"289,613","289,613","235,908","164,670","215,319"
Interest Income,"1,495","1,495","1,141","2,571",702
Interest Expense,"63,627","63,627","66,976","43,940","41,528"
Net Interest Income,"-62,132","-62,132","-65,835","-41,369","-40,826"
EBIT,"296,508","300,769","324,659","340,658","285,596"
EBITDA,"514,794",-,-,-,-
Reconciled Cost of Revenue,"1,491,060","1,487,618","1,437,057","1,183,951","1,102,164"
Reconciled Depreciation,"214,025","214,025","180,588","105,000","99,972"
Net Income from Continuing Operation Net Minority Interest,"227,753","227,753","237,475","156,890","215,706"
Total Unusual Items Excluding Goodwill,"-64,438","-64,438","1,700","-12,966",438
Total Unusual Items,"-64,438","-64,438","1,700","-12,966",438
Normalized EBITDA,"579,232","579,232","503,547","458,624","385,130"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-2,578","-2,578",132.6,"-5,186",50.808
