Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Revenue,"23,885,000","22,977,000","20,609,000","18,358,000","15,082,000"
Cost of Revenue,"4,406,000","4,165,000","3,856,000","3,248,000","2,764,000"
Gross Profit,"19,479,000","18,812,000","16,753,000","15,110,000","12,318,000"
Operating Expense,"3,517,000","3,411,000","3,192,000","2,947,000","2,556,000"
Operating Income,"15,962,000","15,401,000","13,561,000","12,163,000","9,762,000"
Net Non Operating Interest Income Expense,"-477,000","-533,000","-612,000","-563,000","-427,000"
Other Income Expense,"-105,000","16,000","-143,000","94,000","-1,323,000"
Pretax Income,"15,380,000","14,884,000","12,806,000","11,694,000","8,012,000"
Tax Provision,"2,898,000","2,804,000","2,505,000","4,995,000","2,021,000"
Net Income Common Stockholders,"12,482,000","12,080,000","9,942,000","6,467,000","5,929,000"
Average Dilution Earnings,-,-,"359,000","232,000","62,000"
Diluted NI Available to Com Stockholders,"12,482,000","12,080,000","10,301,000","6,699,000","5,991,000"
Basic EPS,-,0.0053,0.0044,0.0028,0.0025
Diluted EPS,-,0.0053,0.0044,0.0028,0.0025
Basic Average Shares,-,"2,189,301","2,239,301","2,305,000","2,386,000"
Diluted Average Shares,-,"2,272,000","2,329,000","2,395,000","2,414,000"
Total Operating Income as Reported,"15,583,000","15,001,000","12,954,000","12,144,000","7,883,000"
Total Expenses,"7,923,000","7,576,000","7,048,000","6,195,000","5,320,000"
Net Income from Continuing & Discontinued Operation,"12,482,000","12,080,000","10,301,000","6,699,000","5,991,000"
Normalized Income,"12,567,215","12,067,008","10,789,028","6,710,400","7,396,492"
Interest Expense,-,"533,000","612,000","563,000","427,000"
Net Interest Income,"-477,000","-533,000","-612,000","-563,000","-427,000"
EBIT,"15,841,000","15,401,000","13,418,000","12,257,000","8,439,000"
EBITDA,"16,552,000",-,-,-,-
Reconciled Cost of Revenue,"4,406,000","4,165,000","3,856,000","3,248,000","2,764,000"
Reconciled Depreciation,"711,000","656,000","613,000","556,000","502,000"
Net Income from Continuing Operation Net Minority Interest,"12,482,000","12,080,000","10,301,000","6,699,000","5,991,000"
Total Unusual Items Excluding Goodwill,"-105,000","16,000","-607,000","-19,000","-1,879,000"
Total Unusual Items,"-105,000","16,000","-607,000","-19,000","-1,879,000"
Normalized EBITDA,"16,657,000","16,041,000","14,638,000","12,832,000","10,820,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"-19,785","3,008","-118,972","-7,600","-473,508"
