Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,"17,232,000","16,652,000","14,950,000","14,024,000","13,211,000"
Cost of Revenue,"10,007,000","9,734,000","8,605,000","7,884,000","7,461,000"
Gross Profit,"7,225,000","6,918,000","6,345,000","6,140,000","5,750,000"
Operating Expense,"4,416,000","4,241,000","3,584,000","3,284,000","3,086,000"
Operating Income,"2,809,000","2,677,000","2,761,000","2,856,000","2,664,000"
Net Non Operating Interest Income Expense,"-518,000","-485,000","-279,000","-228,000","-184,000"
Other Income Expense,"211,000","247,000","-238,000","15,000",-
Pretax Income,"2,502,000","2,439,000","2,244,000","2,643,000","2,480,000"
Tax Provision,"689,000","666,000","574,000","1,133,000","685,000"
Net Income Common Stockholders,"1,780,000","1,742,000","1,650,000","1,492,000","1,768,000"
Diluted NI Available to Com Stockholders,"1,780,000","1,742,000","1,650,000","1,492,000","1,768,000"
Basic EPS,-,-,0.0033,0.0029,0.0034
Diluted EPS,-,-,0.0032,0.0029,0.0034
Basic Average Shares,-,-,"506,000","513,000","519,000"
Diluted Average Shares,-,-,"511,000","519,000","524,000"
Total Operating Income as Reported,"2,809,000","2,677,000","2,761,000","2,856,000","2,664,000"
Total Expenses,"14,423,000","13,975,000","12,189,000","11,168,000","10,547,000"
Net Income from Continuing & Discontinued Operation,"1,780,000","1,742,000","1,650,000","1,492,000","1,768,000"
Normalized Income,"1,769,131","1,755,086","1,987,032","1,481,000","1,768,000"
Interest Income,"13,000","39,000","11,000","9,000","5,000"
Interest Expense,"531,000","524,000","290,000","237,000","189,000"
Net Interest Income,"-518,000","-485,000","-279,000","-228,000","-184,000"
EBIT,"3,033,000","2,963,000","2,534,000","2,880,000","2,669,000"
EBITDA,"3,738,000",-,-,-,-
Reconciled Cost of Revenue,"10,007,000","9,734,000","8,605,000","7,884,000","7,461,000"
Reconciled Depreciation,"705,000","647,000","494,000","481,000","438,000"
Net Income from Continuing Operation Net Minority Interest,"1,780,000","1,742,000","1,650,000","1,490,000","1,768,000"
Total Unusual Items Excluding Goodwill,"15,000","-18,000","-453,000","15,000",0
Total Unusual Items,"15,000","-18,000","-453,000","15,000",0
Normalized EBITDA,"3,723,000","3,628,000","3,481,000","3,346,000","3,107,000"
Tax Rate for Calcs,0,0,0,0,0
Tax Effect of Unusual Items,"4,131","-4,914","-115,968","6,000",0
